Freq (Hz)	Microphone/Source_Mod	Microphone/Source_Phase(rad)
20.000000000000004E+0	203.817667288443580E-3	-4.703613740508544E+0
21.000000000000004E+0	534.071001424339280E-3	-2.216553685082475E+0
22.000000000000004E+0	1.324575474157012E+0	-2.710429682620663E+0
23.000000000000004E+0	229.039022381941930E-3	153.409063503081370E-3
24.000000000000004E+0	12.263824898536611E-3	1.433199015767480E+0
25.000000000000004E+0	272.991389668419680E-3	607.544550877474500E-3
26.000000000000004E+0	113.504045583610950E-3	3.388557322115886E+0
27.000000000000004E+0	77.142271407608196E-3	5.899148736806024E+0
28.000000000000004E+0	163.534641807162620E-3	3.096890916361887E+0
29.000000000000004E+0	104.250989747791830E-3	5.310549929954902E+0
30.000000000000004E+0	1.202629707503351E+0	2.450135831618784E+0
31.000000000000004E+0	370.632661847344890E-3	3.127297403301816E+0
32.000000000000007E+0	39.326864872175432E-3	5.442703966744340E+0
33.000000000000007E+0	189.592298705129970E-3	4.531540349683891E+0
34.000000000000007E+0	182.393491262658000E-3	3.991790795620414E+0
35.000000000000007E+0	70.475277086464047E-3	5.720566239796893E+0
36.000000000000007E+0	89.365576560619747E-3	7.595159832132980E+0
37.000000000000007E+0	18.609638654208255E-3	8.489070493725919E+0
38.000000000000007E+0	56.344638147872786E-3	10.993751770868423E+0
39.000000000000007E+0	59.895527446439924E-3	13.290705375041060E+0
40.000000000000007E+0	13.652228320297428E-3	15.110801228930514E+0
41.000000000000007E+0	133.089642453385920E-3	16.077980991155151E+0
42.000000000000007E+0	212.757709242630290E-3	14.506826183625499E+0
43.000000000000007E+0	165.088746159833570E-3	13.318977510510496E+0
44.000000000000007E+0	85.777870483127711E-3	16.266613386381803E+0
45.000000000000007E+0	35.600022445333404E-3	18.191877840402135E+0
46.000000000000007E+0	40.612537913640341E-3	20.618011202487637E+0
47.000000000000007E+0	16.221540439858430E-3	23.439340780636641E+0
48.000000000000007E+0	87.445917180448085E-3	20.311993502736460E+0
49.000000000000007E+0	104.133772074117950E-3	22.591664426427013E+0
50.000000000000007E+0	340.001914978054600E-3	20.395607138072624E+0
51.000000000000007E+0	306.123464106684010E-3	18.537972104773821E+0
52.000000000000007E+0	216.327409063243160E-3	15.705548605581054E+0
53.000000000000007E+0	203.383891778890270E-3	12.593058243836387E+0
54.000000000000007E+0	129.689152160078950E-3	14.641258239822038E+0
55.000000000000007E+0	104.865050473264580E-3	13.565652657923541E+0
56.000000000000007E+0	565.862532448225710E-3	10.969745262990275E+0
57.000000000000007E+0	243.268950207779060E-3	9.991416023837026E+0
58.000000000000007E+0	134.476595925884980E-3	7.119314665812301E+0
59.000000000000007E+0	1.060803933570880E+0	10.018017150665218E+0
60.000000000000007E+0	39.697166102552167E-3	7.387051553162689E+0
61.000000000000007E+0	78.798545134822012E-3	4.567578176818005E+0
62.000000000000007E+0	67.392774100334701E-3	4.752108395441621E+0
63.000000000000007E+0	73.772008203843484E-3	3.018180417449083E+0
64.000000000000014E+0	146.351521586953300E-3	371.071347772696570E-3
65.000000000000014E+0	8.146716446383201E-3	-2.464388021010945E+0
66.000000000000014E+0	19.995331536232879E-3	-4.256531080911227E+0
67.000000000000014E+0	64.708585707563021E-3	-7.025980445884699E+0
68.000000000000014E+0	38.827050128427895E-3	-9.150552208255174E+0
69.000000000000014E+0	50.237800315544763E-3	-9.881382130339482E+0
70.000000000000014E+0	96.107802726387803E-3	-12.217755061091603E+0
71.000000000000014E+0	16.107634821654473E-3	-15.284203750466240E+0
72.000000000000014E+0	191.385166044522410E-3	-17.314617819722763E+0
73.000000000000014E+0	58.664312829679058E-3	-19.188258694692717E+0
74.000000000000014E+0	12.856304239185478E-3	-17.824277339754417E+0
75.000000000000014E+0	54.352426135257051E-3	-15.678942084412222E+0
76.000000000000014E+0	45.431024535783300E-3	-16.622309997629014E+0
77.000000000000014E+0	54.313172663285898E-3	-13.945748249179610E+0
78.000000000000014E+0	13.016337863150287E-3	-12.302840885875224E+0
79.000000000000014E+0	38.580841330157510E-3	-12.597585155606772E+0
80.000000000000014E+0	33.446731526040274E-3	-9.996930738473770E+0
81.000000000000014E+0	69.286992399606340E-3	-11.736590644223778E+0
82.000000000000014E+0	25.680396700549338E-3	-12.114235735270990E+0
83.000000000000014E+0	16.623041738840261E-3	-11.188229329504740E+0
84.000000000000014E+0	29.603420635983990E-3	-11.292153842494139E+0
85.000000000000014E+0	40.891357185463058E-3	-9.579615933301037E+0
86.000000000000014E+0	5.797053498744367E-3	-9.024006875867805E+0
87.000000000000014E+0	57.133429453888517E-3	-7.969603637161425E+0
88.000000000000014E+0	31.424641757824619E-3	-6.252207464910096E+0
89.000000000000014E+0	7.583929970764283E-3	-9.148768992959962E+0
90.000000000000014E+0	8.393808971368192E-3	-6.131937588680199E+0
91.000000000000014E+0	5.393399112368697E-3	-4.764035555484923E+0
92.000000000000014E+0	6.969231309572451E-3	-6.060511966932499E+0
93.000000000000014E+0	17.286820533446910E-3	-5.481139342009641E+0
94.000000000000014E+0	21.925559565749434E-3	-3.404448114248801E+0
95.000000000000014E+0	30.657950322349307E-3	-3.892559874058241E+0
96.000000000000014E+0	24.070324158055677E-3	-4.628360891885776E+0
97.000000000000014E+0	3.894967482135606E-3	-5.160468504837914E+0
98.000000000000014E+0	5.090727421688042E-3	-6.902396983462826E+0
99.000000000000014E+0	18.028990571269294E-3	-7.247616184032725E+0
100.000000000000010E+0	7.084315363701603E-3	-9.389873531591025E+0
101.000000000000010E+0	3.581565995661568E-3	-7.752558429063882E+0
102.000000000000010E+0	3.494661880990351E-3	-7.748719141951718E+0
103.000000000000010E+0	8.528030389207559E-3	-7.010910777758220E+0
104.000000000000010E+0	12.738610549794862E-3	-7.988487964299724E+0
105.000000000000010E+0	6.421963039539649E-3	-8.735305858073668E+0
106.000000000000010E+0	982.167430616796500E-6	-8.513683337981636E+0
107.000000000000010E+0	5.231292984048669E-3	-11.517177431286660E+0
108.000000000000010E+0	4.425755464455973E-3	-12.605781865860441E+0
109.000000000000010E+0	357.816332481729220E-6	-12.177197080312700E+0
110.000000000000010E+0	209.424789806969380E-6	-13.302410582143855E+0
111.000000000000010E+0	1.414830819296060E-3	-16.137380539862271E+0
112.000000000000010E+0	22.003718986883962E-3	-16.790439330385855E+0
113.000000000000010E+0	10.576625781517225E-3	-14.546666586245470E+0
114.000000000000010E+0	1.931253079822746E-3	-15.619598937720180E+0
115.000000000000010E+0	2.626642301315960E-3	-18.027922841124404E+0
116.000000000000010E+0	2.134300542545216E-3	-19.350817304152251E+0
117.000000000000010E+0	421.670081890093790E-6	-21.163596671206864E+0
118.000000000000010E+0	2.776301956271378E-3	-18.590135968674435E+0
119.000000000000010E+0	3.118183370160858E-3	-18.542050310025115E+0
120.000000000000010E+0	3.106878505922223E-3	-19.286669269867776E+0
121.000000000000010E+0	1.375535014465898E-3	-17.692236561372432E+0
122.000000000000010E+0	1.956078281184965E-3	-16.855409635499630E+0
123.000000000000010E+0	3.331202944590996E-3	-18.878523136088301E+0
124.000000000000010E+0	506.348846249667780E-6	-19.101961011440441E+0
125.000000000000010E+0	1.370269946775624E-3	-21.862255249168058E+0
126.000000000000010E+0	2.574904824357345E-3	-21.026081382751933E+0
