Freq (Hz)	Microphone/Source_Real	Microphone/Source_Imag
20.000000000000004E+0	-48.765934433789161E-3	-37.326747960921731E-3
21.000000000000004E+0	-104.979934765852560E-3	203.813985541440810E-3
22.000000000000004E+0	-203.927498752241310E-3	614.226047495553980E-3
23.000000000000004E+0	76.806437965493593E-3	-96.258978443358345E-3
24.000000000000004E+0	47.366664998522205E-3	-19.078209239779521E-3
25.000000000000004E+0	282.406668952181470E-3	81.175567509476854E-3
26.000000000000004E+0	-140.354076876882030E-3	-3.588664692790336E-3
27.000000000000004E+0	174.417151084900020E-3	-183.029457377556440E-3
28.000000000000004E+0	76.210883521939360E-3	166.031779624597340E-3
29.000000000000004E+0	55.088205284069887E-3	-39.638312657738546E-3
30.000000000000004E+0	-212.979363985480010E-3	163.314527587467150E-3
31.000000000000004E+0	316.839546282163540E-3	73.683760403617099E-3
32.000000000000007E+0	-75.769817733986625E-3	-43.786568797371604E-3
33.000000000000007E+0	223.082256051385620E-3	286.351108914391080E-3
34.000000000000007E+0	78.092915963674195E-3	83.473979642718688E-3
35.000000000000007E+0	-71.839534630636068E-3	-9.230582022220268E-3
36.000000000000007E+0	23.509137166890560E-3	-40.363205717949067E-3
37.000000000000007E+0	-31.202536281664115E-3	-17.004828095154238E-3
38.000000000000007E+0	37.905083217282975E-3	-36.598178847306130E-3
39.000000000000007E+0	-16.365323997423999E-3	31.078000500788062E-3
40.000000000000007E+0	43.708270513493339E-3	6.119554571886144E-3
41.000000000000007E+0	-14.724266544368021E-3	395.785493658508010E-3
42.000000000000007E+0	502.631151786737670E-3	-148.079442297996490E-3
43.000000000000007E+0	-37.508300432192866E-3	-54.659030812757858E-3
44.000000000000007E+0	-10.653014921071617E-3	-53.034416620960555E-3
45.000000000000007E+0	-133.802056013817170E-3	-133.195648779207030E-3
46.000000000000007E+0	9.752277753462909E-3	-83.171477688641041E-3
47.000000000000007E+0	77.243367271069993E-3	1.501645048001982E-3
48.000000000000007E+0	-68.240101378742007E-3	-142.686198280063240E-3
49.000000000000007E+0	-19.958297726720340E-3	-172.664410190563390E-3
50.000000000000007E+0	-61.960441397448489E-3	57.494124793804821E-3
51.000000000000007E+0	88.657832239259993E-3	306.649739837530360E-3
52.000000000000007E+0	-216.524242926487170E-3	-10.001243323569579E-3
53.000000000000007E+0	851.693739584158060E-3	-618.756399219503090E-3
54.000000000000007E+0	63.804992531023341E-3	66.368023799955794E-3
55.000000000000007E+0	-111.182175700859420E-3	-76.706040027992875E-3
56.000000000000007E+0	274.221943049338830E-3	-249.421123663317060E-3
57.000000000000007E+0	-192.650534153797900E-3	35.779500811220680E-3
58.000000000000007E+0	231.988170087620770E-3	-64.044971570671072E-3
59.000000000000007E+0	791.395234372057830E-3	10.122102468746765E-3
60.000000000000007E+0	77.533456905469644E-3	104.810376630991870E-3
61.000000000000007E+0	-93.950292511780151E-3	-63.207673456132138E-3
62.000000000000007E+0	6.517029930502983E-3	89.012983909329116E-3
63.000000000000007E+0	57.493804530803369E-3	-33.191109876944160E-3
64.000000000000014E+0	-164.238821991184590E-3	214.231887714548070E-3
65.000000000000014E+0	36.496771712379028E-3	7.488886380730909E-3
66.000000000000014E+0	-111.509302429104420E-3	-35.570127495687040E-3
67.000000000000014E+0	66.261283437253668E-3	-33.051401704305934E-3
68.000000000000014E+0	-42.579874519977738E-3	28.435733024000636E-3
69.000000000000014E+0	-38.627941797096867E-3	-116.258022731801790E-3
70.000000000000014E+0	-251.851644013410260E-3	198.988305234630710E-3
71.000000000000014E+0	30.724331020663083E-3	-25.019902706242311E-3
72.000000000000014E+0	194.323942332462950E-3	106.918400190139600E-3
73.000000000000014E+0	21.097576549477644E-3	87.344982439875138E-3
74.000000000000014E+0	-12.857235375502920E-3	-35.682998012104075E-3
75.000000000000014E+0	28.466460026995894E-3	703.776106785556230E-6
76.000000000000014E+0	9.575720515449051E-3	-1.128648032097719E-3
77.000000000000014E+0	-43.125794865164012E-3	43.784399904740784E-3
78.000000000000014E+0	-17.636802775543345E-3	-55.192487152468585E-3
79.000000000000014E+0	-37.578200760025326E-3	-21.732651212725319E-3
80.000000000000014E+0	2.436432318234281E-3	2.622525356630386E-3
81.000000000000014E+0	33.050477386132211E-3	-22.573597118564451E-3
82.000000000000014E+0	4.202685727474714E-3	-1.407763309645714E-3
83.000000000000014E+0	-8.596497912687944E-3	-1.399365648616845E-3
84.000000000000014E+0	-17.486998335429396E-3	-1.300113737176998E-3
