Freq (Hz)	Coh_Microphone/Source
20.000000000000004E+0	27.244395611411551E-3
21.000000000000004E+0	348.617794561350670E-3
22.000000000000004E+0	126.703299433460340E-3
23.000000000000004E+0	85.763844140799406E-3
24.000000000000004E+0	15.205688199568490E-3
25.000000000000004E+0	107.204219922900270E-3
26.000000000000004E+0	258.918080314503860E-3
27.000000000000004E+0	370.248523523174000E-3
28.000000000000004E+0	128.206349379360230E-3
29.000000000000004E+0	38.034801591871913E-3
30.000000000000004E+0	72.577350803638765E-3
31.000000000000004E+0	134.306438017537500E-3
32.000000000000007E+0	202.599430923385090E-3
33.000000000000007E+0	259.948131033496290E-3
34.000000000000007E+0	297.008813095923310E-3
35.000000000000007E+0	428.799059811167730E-3
36.000000000000007E+0	44.428616114405739E-3
37.000000000000007E+0	323.967142215554780E-3
38.000000000000007E+0	164.832756983766150E-3
39.000000000000007E+0	10.142697520164213E-3
40.000000000000007E+0	163.758818937428500E-3
41.000000000000007E+0	544.913924103295870E-3
42.000000000000007E+0	526.175952677985450E-3
43.000000000000007E+0	70.407189935117048E-3
44.000000000000007E+0	167.754090238756290E-3
45.000000000000007E+0	289.452974642826650E-3
46.000000000000007E+0	409.930986352254560E-3
47.000000000000007E+0	398.947755286892640E-3
48.000000000000007E+0	192.741730557855620E-3
49.000000000000007E+0	47.518494920122049E-3
50.000000000000007E+0	18.506450142619226E-3
51.000000000000007E+0	203.347581968913730E-3
52.000000000000007E+0	124.609621354077220E-3
53.000000000000007E+0	190.408229671409830E-3
54.000000000000007E+0	36.031487870385195E-3
55.000000000000007E+0	493.493611496702960E-3
56.000000000000007E+0	54.250485203713318E-3
57.000000000000007E+0	80.994600400732739E-3
58.000000000000007E+0	285.759893218352660E-3
59.000000000000007E+0	346.697680855431180E-3
60.000000000000007E+0	193.710939424514450E-3
61.000000000000007E+0	72.720270827063338E-3
62.000000000000007E+0	59.210565591819461E-3
63.000000000000007E+0	142.537271890612830E-3
64.000000000000014E+0	258.571336657237420E-3
65.000000000000014E+0	327.701813318146740E-3
66.000000000000014E+0	595.927173646375490E-3
67.000000000000014E+0	443.779088321632210E-3
68.000000000000014E+0	119.724788528633690E-3
69.000000000000014E+0	248.477390228486470E-3
70.000000000000014E+0	380.740131371031910E-3
71.000000000000014E+0	494.768514245180590E-3
72.000000000000014E+0	330.068311115674310E-3
73.000000000000014E+0	396.676082180299870E-3
74.000000000000014E+0	243.607439930031920E-3
75.000000000000014E+0	44.755730340294682E-3
76.000000000000014E+0	17.587581900982349E-3
77.000000000000014E+0	338.457273136957500E-3
78.000000000000014E+0	412.295932677720630E-3
79.000000000000014E+0	194.104627853304480E-3
80.000000000000014E+0	5.792312364309201E-3
81.000000000000014E+0	300.224126922099430E-3
82.000000000000014E+0	36.818273775144426E-3
83.000000000000014E+0	40.156829004577267E-3
84.000000000000014E+0	86.849506989198383E-3
85.000000000000014E+0	131.082881674565690E-3
86.000000000000014E+0	86.760005955694316E-3
87.000000000000014E+0	96.241476631857753E-3
88.000000000000014E+0	140.436026758562590E-3
89.000000000000014E+0	7.696063414140722E-3
90.000000000000014E+0	306.944778130931350E-3
91.000000000000014E+0	366.602262864950230E-3
92.000000000000014E+0	94.795247312732270E-3
93.000000000000014E+0	65.458403412240157E-3
94.000000000000014E+0	260.852416760215090E-3
95.000000000000014E+0	553.994522019047860E-3
96.000000000000014E+0	465.133576980233830E-3
97.000000000000014E+0	464.426914265499590E-3
98.000000000000014E+0	434.221478868823950E-3
99.000000000000014E+0	83.765247248050248E-3
100.000000000000010E+0	600.280991370439440E-3
101.000000000000010E+0	582.445464703671640E-3
102.000000000000010E+0	226.601263719330370E-3
103.000000000000010E+0	347.124212307717340E-3
104.000000000000010E+0	357.732179631665650E-3
105.000000000000010E+0	61.232398552466434E-3
106.000000000000010E+0	117.187931140638820E-3
107.000000000000010E+0	209.834208911317710E-3
108.000000000000010E+0	248.092012300776350E-3
109.000000000000010E+0	126.465806758428200E-3
110.000000000000010E+0	119.171153688968620E-3
111.000000000000010E+0	154.971021573232950E-3
112.000000000000010E+0	89.381923264970464E-3
113.000000000000010E+0	84.707379365557292E-3
114.000000000000010E+0	205.857692893502480E-3
115.000000000000010E+0	518.108297729403480E-3
116.000000000000010E+0	370.356595303406370E-3
117.000000000000010E+0	197.497704163601960E-3
118.000000000000010E+0	399.735116752383820E-3
119.000000000000010E+0	194.462942337557070E-3
120.000000000000010E+0	110.661344564451340E-3
121.000000000000010E+0	41.000889879993625E-3
122.000000000000010E+0	224.419755928227970E-3
123.000000000000010E+0	553.004283733597330E-3
124.000000000000010E+0	710.291335992567880E-3
125.000000000000010E+0	498.728918401304790E-3
126.000000000000010E+0	109.342997905501350E-3
127.000000000000010E+0	15.760253943288314E-3
128.000000000000030E+0	176.700555536850410E-3
129.000000000000030E+0	458.304758129398410E-3
130.000000000000030E+0	100.102084875443600E-3
131.000000000000030E+0	75.215721283189693E-3
132.000000000000030E+0	264.683471053213550E-3
133.000000000000030E+0	30.829805188116791E-3
134.000000000000030E+0	32.875796471854658E-3
135.000000000000030E+0	199.170083810163050E-3
136.000000000000030E+0	273.576938702584980E-3
137.000000000000030E+0	135.075749649608330E-3
138.000000000000030E+0	79.777730872528652E-3
139.000000000000030E+0	328.768455680471420E-3
140.000000000000030E+0	529.098409387558030E-3
141.000000000000030E+0	369.344365977671010E-3
142.000000000000030E+0	64.861921885424348E-3
143.000000000000030E+0	197.753807734482780E-3
144.000000000000030E+0	390.630898884949120E-3
145.000000000000030E+0	327.080779839663220E-3
146.000000000000030E+0	39.368304310668262E-3
147.000000000000030E+0	139.912958087781200E-3
148.000000000000030E+0	417.529279370058740E-3
149.000000000000030E+0	297.364760232876560E-3
150.000000000000030E+0	11.542955181359308E-3
151.000000000000030E+0	18.383938231026256E-3
152.000000000000030E+0	341.871812316750180E-3
153.000000000000030E+0	287.242656563300720E-3
154.000000000000030E+0	164.233502136544110E-3
155.000000000000030E+0	152.147294125545400E-3
156.000000000000030E+0	386.874188190348360E-3
157.000000000000030E+0	718.294058361910630E-3
158.000000000000030E+0	436.999060338631620E-3
159.000000000000030E+0	23.534130670332852E-3
160.000000000000030E+0	187.565075013023220E-3
161.000000000000030E+0	405.867281450904280E-3
162.000000000000030E+0	299.364507527171590E-3
163.000000000000030E+0	58.388616618230013E-3
164.000000000000030E+0	4.686666116887910E-3
165.000000000000030E+0	392.387197893023290E-3
166.000000000000030E+0	237.407427478701920E-3
167.000000000000030E+0	669.330870158601710E-3
168.000000000000030E+0	816.755850496533760E-3
169.000000000000030E+0	450.778720869189580E-3
170.000000000000030E+0	396.198791810731700E-3
171.000000000000030E+0	416.494798504814910E-3
172.000000000000030E+0	590.887921667643590E-3
173.000000000000030E+0	594.276952626304420E-3
174.000000000000030E+0	647.355445592434300E-3
175.000000000000030E+0	832.255791773479860E-3
176.000000000000030E+0	479.904441747282580E-3
177.000000000000030E+0	333.142257995758580E-3
178.000000000000030E+0	807.271357278365850E-3
179.000000000000030E+0	845.633793378585020E-3
180.000000000000030E+0	720.376879402513160E-3
181.000000000000030E+0	675.851128737721460E-3
182.000000000000030E+0	377.894231780679710E-3
183.000000000000030E+0	397.576355815395970E-3
184.000000000000030E+0	778.601989249835150E-3
185.000000000000030E+0	897.044132826105510E-3
186.000000000000030E+0	723.783819989046950E-3
187.000000000000030E+0	248.609980243513250E-3
188.000000000000030E+0	51.346968241259686E-3
189.000000000000030E+0	366.252781004090030E-3
190.000000000000030E+0	685.975940981850330E-3
191.000000000000030E+0	829.298789209205970E-3
192.000000000000030E+0	757.895643450475440E-3
193.000000000000030E+0	611.257010550324330E-3
194.000000000000030E+0	899.281361069827480E-3
195.000000000000030E+0	899.556731400806500E-3
196.000000000000030E+0	310.185309361001360E-3
197.000000000000030E+0	770.034021965768200E-3
198.000000000000030E+0	481.050937059122330E-3
199.000000000000030E+0	957.329634069925770E-3
200.000000000000030E+0	432.484551751632140E-3
201.000000000000030E+0	872.771348604772230E-3
202.000000000000030E+0	952.575639996881110E-3
203.000000000000030E+0	688.215074580290410E-3
204.000000000000030E+0	185.903509413237490E-3
205.000000000000030E+0	579.246194733048390E-3
206.000000000000030E+0	513.004336465387900E-3
207.000000000000030E+0	559.902482527174450E-3
208.000000000000030E+0	841.883078511110770E-3
209.000000000000030E+0	740.144294159873040E-3
210.000000000000030E+0	825.607350667044710E-3
211.000000000000030E+0	912.295161711793030E-3
212.000000000000030E+0	868.630660750560060E-3
213.000000000000030E+0	950.397711207478400E-3
214.000000000000030E+0	866.568897852646790E-3
215.000000000000030E+0	115.564201987178800E-3
216.000000000000030E+0	222.216475924242710E-3
217.000000000000030E+0	755.223844035888940E-3
218.000000000000030E+0	839.733806174051800E-3
219.000000000000030E+0	65.010654112864302E-3
220.000000000000030E+0	848.918939262891300E-3
221.000000000000030E+0	797.864962185382280E-3
222.000000000000030E+0	902.909191859653350E-3
223.000000000000030E+0	292.653543436926010E-3
224.000000000000030E+0	706.438584128342040E-3
225.000000000000030E+0	773.227737352986890E-3
226.000000000000030E+0	70.559609232419870E-3
227.000000000000030E+0	285.651456928166010E-3
228.000000000000030E+0	846.020931986391170E-3
229.000000000000030E+0	662.251621675282950E-3
230.000000000000030E+0	593.050812148993240E-3
231.000000000000030E+0	783.948108926433070E-3
232.000000000000030E+0	720.354716772526270E-3
233.000000000000030E+0	770.200716103936480E-3
234.000000000000030E+0	417.691778592395870E-3
235.000000000000030E+0	838.747264695697270E-3
236.000000000000030E+0	849.982711995025060E-3
237.000000000000030E+0	850.013470324446740E-3
238.000000000000030E+0	828.763105301066670E-3
239.000000000000030E+0	776.769175988879960E-3
240.000000000000030E+0	863.812348755138240E-3
241.000000000000030E+0	579.923298926044880E-3
242.000000000000030E+0	731.781007984666160E-3
243.000000000000030E+0	730.163994386116570E-3
244.000000000000030E+0	871.566288363476160E-3
