Freq (Hz)	Microphone/Source_Real	Microphone/Source_Imag
20.000000000000004E+0	25.289752255029458E-3	38.829824050648526E-3
21.000000000000004E+0	-41.577854694743274E-3	52.343890924367378E-3
22.000000000000004E+0	-125.789969518125930E-3	156.832349818631420E-3
23.000000000000004E+0	136.080391931043020E-3	-20.741077679710465E-3
24.000000000000004E+0	3.282332003305949E-3	79.025337948396696E-3
25.000000000000004E+0	28.240081383869808E-3	-39.865856783448346E-3
26.000000000000004E+0	73.080373074324176E-3	-17.070875729351988E-3
27.000000000000004E+0	166.783529795894310E-3	267.129424946314480E-3
28.000000000000004E+0	-150.262614747436680E-3	155.394037825988600E-3
29.000000000000004E+0	-104.971704208010540E-3	-169.183652943402240E-3
30.000000000000004E+0	-120.076308109074690E-3	-737.007050385571240E-3
31.000000000000004E+0	-70.172013975445868E-3	-345.420221397617130E-3
32.000000000000007E+0	28.688278201907107E-3	-178.856014563108180E-3
33.000000000000007E+0	269.393102876419100E-3	-272.977283136691400E-3
34.000000000000007E+0	113.937512098185950E-3	316.545909526401210E-3
35.000000000000007E+0	-40.242903610551883E-3	51.775128882435073E-3
36.000000000000007E+0	5.828279002640583E-3	18.045296921844197E-3
37.000000000000007E+0	29.109312138887618E-3	45.627408776265942E-3
38.000000000000007E+0	-140.924061636615560E-3	-5.272918189687565E-3
39.000000000000007E+0	9.972613083373999E-3	-102.097736150117870E-3
40.000000000000007E+0	-37.983126530010410E-3	28.185754117777226E-3
41.000000000000007E+0	-48.695938811514322E-3	-12.071918346372345E-3
42.000000000000007E+0	325.364058992079320E-3	31.679230001500941E-3
43.000000000000007E+0	50.221861009954905E-3	-181.136036036591400E-3
44.000000000000007E+0	53.368057040664253E-3	11.527895549478364E-3
45.000000000000007E+0	25.024603909714779E-3	130.388667837897400E-3
46.000000000000007E+0	-40.722123052505305E-3	-69.508424700815058E-3
47.000000000000007E+0	18.927118882566065E-3	-14.472045557528625E-3
48.000000000000007E+0	89.606650551637676E-3	-83.535137242902971E-3
49.000000000000007E+0	370.126787538308130E-3	176.691751719617870E-3
50.000000000000007E+0	23.685694081213120E-3	-263.875009130397020E-3
51.000000000000007E+0	-285.212225829975570E-3	-252.946598816186970E-3
52.000000000000007E+0	66.543134015217192E-3	-165.850410605309560E-3
53.000000000000007E+0	-81.635364896837218E-3	213.369512253010790E-3
54.000000000000007E+0	-405.939522878384250E-3	301.035338557855860E-3
55.000000000000007E+0	57.522165044841901E-3	152.475334483456710E-3
56.000000000000007E+0	194.888210189285730E-3	348.192086886792320E-3
57.000000000000007E+0	104.319840453156300E-3	44.200996691195954E-3
58.000000000000007E+0	70.222096749626900E-3	51.655383777052193E-3
59.000000000000007E+0	205.461619238194310E-3	399.818779251149230E-3
60.000000000000007E+0	19.449259692112700E-3	48.794478480260348E-3
61.000000000000007E+0	-161.515440059994330E-3	112.497001327299280E-3
62.000000000000007E+0	67.718272576673524E-3	-35.291978698204003E-3
63.000000000000007E+0	48.155435010878038E-3	-110.930298281834950E-3
64.000000000000014E+0	370.464435453009330E-3	-196.968047728559910E-3
65.000000000000014E+0	-54.611229527779748E-3	-21.754866241850204E-3
66.000000000000014E+0	138.963107541921730E-3	87.622966688924192E-3
67.000000000000014E+0	-59.802342764841115E-3	93.398948665679077E-3
68.000000000000014E+0	48.717492470807831E-3	-1.443819096394929E-3
69.000000000000014E+0	15.357630065948121E-3	-110.472322622009220E-3
70.000000000000014E+0	266.598378477325040E-3	-351.081277901193920E-3
71.000000000000014E+0	-3.234567759356456E-3	39.607699845618322E-3
72.000000000000014E+0	-85.998843836692901E-3	91.382743371537525E-3
73.000000000000014E+0	-119.174650116304470E-3	3.407293520626614E-3
74.000000000000014E+0	18.464704225308833E-3	-1.261273672905560E-3
75.000000000000014E+0	27.906059868284767E-3	-16.797981004687504E-3
76.000000000000014E+0	23.172007407239167E-3	-16.867858347268068E-3
77.000000000000014E+0	-42.324993209845972E-3	65.659440008903280E-3
78.000000000000014E+0	30.129304039859067E-3	-29.502179937763419E-3
79.000000000000014E+0	1.635678190047522E-3	-57.921340590638658E-3
80.000000000000014E+0	39.168855824719788E-3	-34.686638668038831E-3
81.000000000000014E+0	-74.201466871283053E-3	-42.496631152384549E-3
82.000000000000014E+0	-12.752664177831829E-3	-6.260601616570481E-3
83.000000000000014E+0	-841.973860582964680E-6	-10.696827697758399E-3
84.000000000000014E+0	7.000919032324870E-3	16.231629004146864E-3
85.000000000000014E+0	49.380719715511702E-3	119.130980425304710E-3
86.000000000000014E+0	21.948014583472026E-3	-24.496494964870288E-3
87.000000000000014E+0	38.298219816931364E-3	-59.484226443398361E-3
88.000000000000014E+0	64.052639137591433E-3	2.730048648467439E-3
89.000000000000014E+0	-20.646449810246954E-3	8.286464166937629E-3
90.000000000000014E+0	-1.528383606800059E-3	-10.670542140755333E-3
91.000000000000014E+0	6.623804912185051E-3	5.904806496978649E-3
92.000000000000014E+0	-13.326831948158754E-3	8.706493216097641E-3
93.000000000000014E+0	-9.410259373458010E-3	4.719249217571535E-3
94.000000000000014E+0	-8.661268470772615E-3	403.723524364348910E-6
95.000000000000014E+0	-12.107322342558926E-3	14.207245019386857E-3
96.000000000000014E+0	11.867908137704318E-3	30.097315992951894E-3
97.000000000000014E+0	-6.580009576814863E-3	23.151411467742838E-3
98.000000000000014E+0	-5.990407599692068E-3	5.116136533435191E-3
99.000000000000014E+0	-16.845875649943439E-3	-3.966723474057132E-3
100.000000000000010E+0	10.828789570970948E-3	5.109105572579116E-3
101.000000000000010E+0	4.262624211076426E-3	2.023563484697376E-3
102.000000000000010E+0	-11.431206126970978E-3	897.758161003970160E-6
103.000000000000010E+0	-8.014141841291568E-3	-7.613970910641053E-3
104.000000000000010E+0	-4.865817336807131E-3	4.625541452849720E-3
105.000000000000010E+0	-144.597515762709150E-6	-3.699085519435286E-3
106.000000000000010E+0	1.482927420074271E-3	-5.886833124959290E-3
107.000000000000010E+0	-11.827729373382190E-3	-26.849943293397769E-3
108.000000000000010E+0	-10.492811980174694E-3	-908.093550108571010E-6
109.000000000000010E+0	-930.019686026746290E-6	-774.072583795160970E-6
110.000000000000010E+0	-2.464723953070738E-3	226.530040728165890E-6
111.000000000000010E+0	-3.497397720680396E-3	-2.395361716066075E-3
112.000000000000010E+0	-13.591275547955537E-3	-2.912278028219089E-3
113.000000000000010E+0	-1.998771612078724E-3	-5.131513388060416E-3
114.000000000000010E+0	-2.636209893873286E-3	2.101258359027694E-3
115.000000000000010E+0	-3.338774000323042E-3	6.629437364288896E-3
116.000000000000010E+0	1.279233554723064E-3	2.935417910857973E-3
117.000000000000010E+0	129.797963832515930E-6	3.951158147855484E-3
118.000000000000010E+0	10.719428800299437E-3	-6.768555462565522E-3
119.000000000000010E+0	3.176662496322442E-3	-6.584732711780774E-3
120.000000000000010E+0	3.891358181312878E-3	-6.380837939692872E-3
121.000000000000010E+0	-126.098247143737220E-6	-1.111179734519102E-3
122.000000000000010E+0	-3.115132746544410E-3	342.813702880337020E-6
123.000000000000010E+0	5.084125222352735E-3	1.443675031435686E-3
124.000000000000010E+0	13.998735409761229E-6	-846.458845484238740E-6
125.000000000000010E+0	-973.751402663235460E-6	-1.711550719657824E-3
126.000000000000010E+0	-1.789344480403423E-3	-1.245068939172233E-3
127.000000000000010E+0	-3.396126905270224E-3	3.196239255637629E-3
128.000000000000030E+0	-6.287754956097901E-3	258.434274721872410E-6
129.000000000000030E+0	-1.323328527583285E-3	2.601425349989243E-3
130.000000000000030E+0	-580.436486395388090E-6	3.670795789215342E-3
131.000000000000030E+0	1.175803879886319E-3	99.470650018274010E-6
132.000000000000030E+0	-1.394381629368233E-3	116.932054021204840E-6
133.000000000000030E+0	-1.967588412179172E-3	-132.437510950926700E-6
134.000000000000030E+0	-5.271285389929237E-3	-2.857900470918026E-3
135.000000000000030E+0	3.885639313568286E-3	4.283352945017986E-3
136.000000000000030E+0	2.078394486031244E-3	3.191233110973073E-3
137.000000000000030E+0	-793.061235491850810E-6	6.223569893645297E-3
138.000000000000030E+0	-3.192848361541418E-3	4.367192866024445E-3
139.000000000000030E+0	-1.019404011084253E-3	801.026377857668800E-6
140.000000000000030E+0	197.487504845554890E-6	-223.352656632617160E-6
141.000000000000030E+0	752.560477022831930E-6	-5.012402285625064E-3
142.000000000000030E+0	-2.811783267726818E-3	-189.159887911927080E-6
143.000000000000030E+0	-1.690921787789477E-3	-114.484641715637780E-6
144.000000000000030E+0	-1.121238749077956E-3	841.601857110189440E-6
145.000000000000030E+0	-1.354981388986071E-3	869.046904748114480E-6
146.000000000000030E+0	263.091519396268470E-6	-1.358395141697727E-3
147.000000000000030E+0	568.503523048926910E-6	-1.034232849327071E-3
148.000000000000030E+0	581.864213897636990E-6	-1.181561887515377E-3
149.000000000000030E+0	-230.595978450266470E-6	-149.776417928295360E-6
150.000000000000030E+0	-352.586173966808030E-6	485.411850261594470E-6
151.000000000000030E+0	-126.916329538948810E-6	1.595576530987307E-3
152.000000000000030E+0	105.805623962393700E-6	1.755644640637487E-3
153.000000000000030E+0	-98.944485941101018E-6	923.056292641582410E-6
154.000000000000030E+0	821.742081734160540E-6	-749.736834673463030E-6
155.000000000000030E+0	-77.572496050675493E-6	912.905405452421520E-6
156.000000000000030E+0	133.549344557793030E-6	1.247783747697644E-3
157.000000000000030E+0	-271.521299345911220E-6	1.203177253206620E-3
158.000000000000030E+0	-121.492646771554680E-6	1.305658485601261E-3
159.000000000000030E+0	728.485383898635720E-6	18.634134630164257E-6
160.000000000000030E+0	-751.584924632232670E-6	743.012116447886740E-6
161.000000000000030E+0	-2.397094258871792E-3	2.888908868394528E-3
162.000000000000030E+0	-1.861865304841870E-3	6.593302597649901E-3
163.000000000000030E+0	14.227455530728286E-3	-21.129821365491745E-3
164.000000000000030E+0	2.515221624925322E-3	-5.338332321465434E-3
165.000000000000030E+0	297.847804582853210E-6	2.114455580059148E-3
166.000000000000030E+0	221.805285458634370E-6	1.047664999434602E-3
167.000000000000030E+0	-350.360125020434300E-6	746.638967986295490E-6
168.000000000000030E+0	-306.075594376069740E-6	935.978280792485040E-6
169.000000000000030E+0	1.208121220556277E-3	1.009514755937975E-3
170.000000000000030E+0	695.717188938678500E-6	-123.913766462982160E-6
171.000000000000030E+0	204.593384242194390E-6	344.565162402110660E-6
