Freq (Hz)	Coh_Microphone/Source
20.000000000000004E+0	380.402215055113510E-3
21.000000000000004E+0	964.413334026111070E-3
22.000000000000004E+0	909.309220051737980E-3
23.000000000000004E+0	659.940425174033060E-3
24.000000000000004E+0	152.524601269160560E-3
25.000000000000004E+0	2.529657073652669E-3
26.000000000000004E+0	32.243807437434345E-3
27.000000000000004E+0	142.770438529830760E-3
28.000000000000004E+0	196.018479966702820E-3
29.000000000000004E+0	356.754301754989510E-3
30.000000000000004E+0	116.814634737886880E-3
31.000000000000004E+0	168.777560543357820E-3
32.000000000000007E+0	32.321294649971161E-3
33.000000000000007E+0	347.585682232379680E-3
34.000000000000007E+0	11.096330262486501E-3
35.000000000000007E+0	575.192488677287230E-3
36.000000000000007E+0	572.455641093597140E-3
37.000000000000007E+0	402.725218391878470E-3
38.000000000000007E+0	103.746696551980380E-3
39.000000000000007E+0	204.563344278490460E-3
40.000000000000007E+0	232.970473332570480E-3
41.000000000000007E+0	110.778842181059920E-3
42.000000000000007E+0	70.256619320202010E-3
43.000000000000007E+0	43.244755187340958E-3
44.000000000000007E+0	394.126895718455380E-3
45.000000000000007E+0	140.253435378570550E-3
46.000000000000007E+0	302.291861794357190E-3
47.000000000000007E+0	395.691397629612920E-3
48.000000000000007E+0	36.373560058542066E-3
49.000000000000007E+0	1.572452754453293E-3
50.000000000000007E+0	5.671704993514393E-3
51.000000000000007E+0	69.709611526421314E-3
52.000000000000007E+0	24.218011981175874E-3
53.000000000000007E+0	135.026932684217730E-3
54.000000000000007E+0	138.915819310339000E-3
55.000000000000007E+0	12.179283342460977E-3
56.000000000000007E+0	430.543659490046300E-3
57.000000000000007E+0	144.427234444848920E-3
58.000000000000007E+0	343.045161353672020E-3
59.000000000000007E+0	272.589582992738110E-3
60.000000000000007E+0	178.200458234372610E-3
61.000000000000007E+0	90.988945089165316E-3
62.000000000000007E+0	5.418718043653398E-3
63.000000000000007E+0	4.977939566525471E-3
64.000000000000014E+0	26.174263308868222E-3
65.000000000000014E+0	57.237240751873614E-3
66.000000000000014E+0	269.659995262473080E-3
67.000000000000014E+0	386.996129134413220E-3
68.000000000000014E+0	48.094776524072833E-3
69.000000000000014E+0	88.424197203779697E-3
70.000000000000014E+0	145.204687809411090E-3
71.000000000000014E+0	118.889412561295400E-3
72.000000000000014E+0	201.707413409165810E-3
73.000000000000014E+0	436.751607736286960E-3
74.000000000000014E+0	342.383101710437340E-3
75.000000000000014E+0	159.809345664112150E-3
76.000000000000014E+0	159.553104022074840E-3
77.000000000000014E+0	454.570823733509210E-3
78.000000000000014E+0	457.766826010516440E-3
79.000000000000014E+0	329.129696245193610E-3
80.000000000000014E+0	418.811983489441710E-3
81.000000000000014E+0	202.514449121548230E-3
82.000000000000014E+0	227.306261853313010E-3
83.000000000000014E+0	420.594782165655820E-3
84.000000000000014E+0	413.386709621960560E-3
85.000000000000014E+0	177.492343081324970E-3
86.000000000000014E+0	715.169072245112950E-3
87.000000000000014E+0	345.896356720257870E-3
88.000000000000014E+0	53.901187649997025E-3
89.000000000000014E+0	14.968283371552380E-3
90.000000000000014E+0	356.117713816272660E-3
91.000000000000014E+0	138.057698871776690E-3
92.000000000000014E+0	178.745840069106960E-3
93.000000000000014E+0	246.602326228184290E-3
94.000000000000014E+0	194.927197129217190E-3
95.000000000000014E+0	134.399459614298220E-3
96.000000000000014E+0	178.260969045609700E-3
97.000000000000014E+0	123.299944640786970E-3
98.000000000000014E+0	126.326446115654610E-3
99.000000000000014E+0	131.143340075043270E-3
100.000000000000010E+0	192.213909440433900E-3
101.000000000000010E+0	468.497058900492760E-3
102.000000000000010E+0	521.811586983206180E-3
103.000000000000010E+0	252.681326635486200E-3
104.000000000000010E+0	3.126576366849410E-3
105.000000000000010E+0	173.928464944645090E-3
106.000000000000010E+0	36.365657522258968E-3
107.000000000000010E+0	100.257641491341210E-3
108.000000000000010E+0	106.258768454523120E-3
109.000000000000010E+0	172.943755166698630E-3
110.000000000000010E+0	26.959856386554661E-3
111.000000000000010E+0	124.235481191281680E-3
112.000000000000010E+0	256.242969181703690E-3
113.000000000000010E+0	246.123579231607160E-3
114.000000000000010E+0	305.973912091719260E-3
115.000000000000010E+0	387.669396003756490E-3
116.000000000000010E+0	8.544775274985606E-3
117.000000000000010E+0	150.149147362988930E-3
118.000000000000010E+0	415.720647160182920E-3
119.000000000000010E+0	71.306804538123048E-3
120.000000000000010E+0	80.641550358773739E-3
121.000000000000010E+0	79.465590365023708E-3
122.000000000000010E+0	58.648130996063724E-3
123.000000000000010E+0	94.641297390155810E-3
124.000000000000010E+0	23.276094793485247E-3
125.000000000000010E+0	28.278214797357558E-3
126.000000000000010E+0	4.412028338088013E-3
127.000000000000010E+0	48.850964267934061E-3
128.000000000000030E+0	488.849902650850820E-3
129.000000000000030E+0	584.318336162359510E-3
130.000000000000030E+0	153.127062784521480E-3
131.000000000000030E+0	30.642444008212161E-3
132.000000000000030E+0	178.166547581110830E-3
133.000000000000030E+0	448.999004472051540E-3
134.000000000000030E+0	4.297887279381236E-3
135.000000000000030E+0	106.176154506004730E-3
136.000000000000030E+0	33.805687857460381E-3
137.000000000000030E+0	21.749435835309621E-3
138.000000000000030E+0	352.841646510499650E-3
139.000000000000030E+0	315.490793034359280E-3
140.000000000000030E+0	328.599790740557120E-3
141.000000000000030E+0	192.259391261644370E-3
142.000000000000030E+0	47.450387912955694E-3
143.000000000000030E+0	46.226757703364062E-3
144.000000000000030E+0	95.418357292532979E-3
145.000000000000030E+0	341.944474047414070E-3
146.000000000000030E+0	241.643273648260240E-3
147.000000000000030E+0	437.428424054870760E-3
148.000000000000030E+0	35.678718640203097E-3
149.000000000000030E+0	21.540785678723563E-3
150.000000000000030E+0	373.627369829899690E-3
151.000000000000030E+0	455.569366380693620E-3
152.000000000000030E+0	768.767838894164560E-3
153.000000000000030E+0	4.011840265980710E-3
154.000000000000030E+0	115.289756971631500E-3
155.000000000000030E+0	222.119966405508850E-3
156.000000000000030E+0	25.023086108403120E-3
157.000000000000030E+0	606.740822874097580E-3
158.000000000000030E+0	451.561856540133200E-3
159.000000000000030E+0	183.755648387511820E-3
160.000000000000030E+0	652.630392896506480E-3
161.000000000000030E+0	449.526930681055480E-3
162.000000000000030E+0	87.922252819771715E-3
163.000000000000030E+0	44.004682723112080E-3
164.000000000000030E+0	5.325582617893198E-3
165.000000000000030E+0	153.144721293901830E-3
166.000000000000030E+0	278.415345533967740E-3
167.000000000000030E+0	339.411082836104050E-3
168.000000000000030E+0	139.785401034373590E-3
169.000000000000030E+0	42.066588969190521E-3
170.000000000000030E+0	100.387777344175780E-3
171.000000000000030E+0	163.376514419830670E-3
172.000000000000030E+0	90.369240472693013E-3
173.000000000000030E+0	280.983724163633930E-3
174.000000000000030E+0	243.196570510948560E-3
175.000000000000030E+0	216.472003138776150E-3
176.000000000000030E+0	350.222016795489310E-3
177.000000000000030E+0	706.069826376102380E-3
178.000000000000030E+0	672.183209700195630E-3
179.000000000000030E+0	190.625199960199800E-3
180.000000000000030E+0	115.520565788513300E-3
181.000000000000030E+0	535.859790547451360E-3
182.000000000000030E+0	270.847123835078140E-3
183.000000000000030E+0	173.222495829058410E-3
184.000000000000030E+0	57.669944382148786E-3
185.000000000000030E+0	362.390810288321320E-3
186.000000000000030E+0	549.292199788155360E-3
187.000000000000030E+0	122.293416025126100E-3
188.000000000000030E+0	71.979366693527433E-3
189.000000000000030E+0	167.064897000177990E-3
190.000000000000030E+0	341.913634906463760E-3
191.000000000000030E+0	663.236923227175530E-3
192.000000000000030E+0	737.705112058704260E-3
193.000000000000030E+0	563.619117305807270E-3
194.000000000000030E+0	543.560706802928120E-3
195.000000000000030E+0	541.031137533258380E-3
196.000000000000030E+0	250.666944286082100E-3
197.000000000000030E+0	772.265761304380180E-3
198.000000000000030E+0	457.748364780719400E-3
199.000000000000030E+0	67.063391780797413E-3
200.000000000000030E+0	44.900214760412588E-3
201.000000000000030E+0	472.970806490974730E-3
202.000000000000030E+0	816.312427027480520E-3
203.000000000000030E+0	543.476583010602310E-3
204.000000000000030E+0	533.133331959595340E-3
205.000000000000030E+0	665.578044276863960E-3
206.000000000000030E+0	143.146375068769340E-3
207.000000000000030E+0	3.380216997555962E-3
208.000000000000030E+0	58.313604596142751E-3
209.000000000000030E+0	600.339848310710630E-3
210.000000000000030E+0	395.145490477569190E-3
211.000000000000030E+0	342.014014917282230E-3
212.000000000000030E+0	326.061357162654440E-3
213.000000000000030E+0	724.187169550084220E-3
214.000000000000030E+0	379.532437820427890E-3
215.000000000000030E+0	10.832368038601393E-3
216.000000000000030E+0	225.146350653186030E-3
217.000000000000030E+0	17.735239071110718E-3
218.000000000000030E+0	441.733606242099670E-3
219.000000000000030E+0	47.175230981509719E-3
220.000000000000030E+0	77.024730863460539E-3
221.000000000000030E+0	236.069129169509150E-3
222.000000000000030E+0	169.558879862182960E-3
223.000000000000030E+0	21.855165984695415E-3
224.000000000000030E+0	209.887960204046570E-3
225.000000000000030E+0	376.080050937251390E-3
226.000000000000030E+0	332.001491923188560E-3
227.000000000000030E+0	128.541485240318440E-3
228.000000000000030E+0	62.577890369408987E-3
229.000000000000030E+0	530.042030573327990E-3
230.000000000000030E+0	373.782376003597430E-3
231.000000000000030E+0	476.204249521648250E-3
232.000000000000030E+0	384.252896676406610E-3
233.000000000000030E+0	114.528419003655610E-3
234.000000000000030E+0	45.546406375495757E-3
235.000000000000030E+0	477.181810376687550E-3
236.000000000000030E+0	81.172219406118393E-3
237.000000000000030E+0	411.510066188742530E-3
238.000000000000030E+0	382.426149188750060E-3
239.000000000000030E+0	336.844466748990550E-3
240.000000000000030E+0	646.345417968192780E-3
241.000000000000030E+0	106.467344615915070E-3
242.000000000000030E+0	58.911131407830740E-3
243.000000000000030E+0	121.813763913462630E-3
244.000000000000030E+0	712.061185688222630E-3
245.000000000000030E+0	934.654305335356320E-3
246.000000000000030E+0	289.298371824891600E-3
247.000000000000030E+0	245.529016784123140E-3
248.000000000000030E+0	24.959441736222294E-3
249.000000000000030E+0	403.277650316261730E-3
250.000000000000030E+0	656.534322653213540E-3
251.000000000000030E+0	639.849969174613670E-3
252.000000000000030E+0	132.975410222759990E-3
253.000000000000030E+0	53.352685270871968E-3
254.000000000000030E+0	332.055356949382040E-3
255.000000000000030E+0	809.901753067893140E-3
256.000000000000060E+0	839.329145189610550E-3
257.000000000000060E+0	349.425776943503800E-3
258.000000000000060E+0	640.159068161130220E-3
259.000000000000060E+0	340.944536168116820E-3
260.000000000000060E+0	9.522495616126765E-3
261.000000000000060E+0	81.304391009722324E-3
262.000000000000060E+0	69.333831116443742E-3
263.000000000000060E+0	156.975853874029600E-3
264.000000000000060E+0	33.828673254928450E-3
265.000000000000060E+0	90.319799847642143E-3
266.000000000000060E+0	68.230902063978263E-3
267.000000000000060E+0	326.885989797292610E-3
268.000000000000060E+0	52.270743466178916E-3
269.000000000000060E+0	58.539813036416338E-3
270.000000000000060E+0	142.632899378638290E-3
271.000000000000060E+0	217.349937194684070E-3
272.000000000000060E+0	272.224765288034910E-3
273.000000000000060E+0	128.393816257946350E-3
274.000000000000060E+0	93.901559245336372E-3
275.000000000000060E+0	150.355052487588930E-3
276.000000000000060E+0	16.864304354171911E-3
277.000000000000060E+0	74.517833696497615E-3
278.000000000000060E+0	350.451608999348680E-3
279.000000000000060E+0	25.555139591623977E-3
280.000000000000060E+0	107.479912732259990E-3
281.000000000000060E+0	588.400746280180350E-3
282.000000000000060E+0	551.604543450738170E-3
283.000000000000060E+0	38.051983678741810E-3
284.000000000000060E+0	113.532437118096710E-3
285.000000000000060E+0	503.536082402001980E-3
286.000000000000060E+0	274.903483378465930E-3
287.000000000000060E+0	277.818390853643180E-3
288.000000000000060E+0	98.137838214321885E-3
289.000000000000060E+0	184.898958786321570E-3
290.000000000000060E+0	129.706461393937020E-3
291.000000000000060E+0	43.966425274752252E-3
292.000000000000060E+0	208.824568990060440E-3
293.000000000000060E+0	131.439459420317540E-3
294.000000000000060E+0	169.894979839738420E-3
295.000000000000060E+0	728.417506525297350E-3
296.000000000000060E+0	346.116080656293070E-3
297.000000000000060E+0	116.672136866914540E-3
298.000000000000060E+0	51.282098779876710E-3
299.000000000000060E+0	54.083414268066815E-3
300.000000000000060E+0	265.410849641779240E-3
301.000000000000060E+0	83.910303319769203E-3
302.000000000000060E+0	421.395908232601420E-3
303.000000000000060E+0	73.143482470586121E-3
304.000000000000060E+0	68.333671795549347E-3
305.000000000000060E+0	132.691268295048100E-3
306.000000000000060E+0	149.655832905237460E-3
307.000000000000060E+0	329.510060654701340E-3
308.000000000000060E+0	25.959563010930668E-3
309.000000000000060E+0	236.222586911444150E-3
310.000000000000060E+0	452.082576173553850E-3
311.000000000000060E+0	530.625392241512170E-3
312.000000000000060E+0	236.055213156640880E-3
313.000000000000060E+0	17.602244680555289E-3
314.000000000000060E+0	141.468362755266780E-3
315.000000000000060E+0	111.110294674845790E-3
316.000000000000060E+0	236.147811102619120E-3
317.000000000000060E+0	421.438037377791400E-3
318.000000000000060E+0	128.168102618162140E-3
319.000000000000060E+0	52.487546075388129E-3
320.000000000000060E+0	82.975719696244996E-3
321.000000000000060E+0	90.245592186618720E-3
322.000000000000060E+0	99.978591852680113E-3
323.000000000000060E+0	28.671168538753618E-3
324.000000000000060E+0	85.055913245728837E-3
325.000000000000060E+0	29.916495562451770E-3
326.000000000000060E+0	140.832336835626400E-3
327.000000000000060E+0	18.865701957722435E-3
328.000000000000060E+0	97.788670299028935E-3
329.000000000000060E+0	670.891270130369420E-3
330.000000000000060E+0	867.844864944105840E-3
331.000000000000060E+0	28.934342746532317E-3
332.000000000000060E+0	108.913834513715070E-3
333.000000000000060E+0	148.261304013420410E-3
334.000000000000060E+0	63.696462480798383E-3
335.000000000000060E+0	181.259692716284480E-3
336.000000000000060E+0	54.412395390700058E-3
337.000000000000060E+0	284.007901026294200E-3
338.000000000000060E+0	431.580348879120280E-3
339.000000000000060E+0	291.057455347021880E-3
340.000000000000060E+0	21.081890937686597E-3
341.000000000000060E+0	273.012616963355880E-3
342.000000000000060E+0	270.433611617410250E-3
343.000000000000060E+0	177.173662994969090E-3
344.000000000000060E+0	192.037424091262590E-3
345.000000000000060E+0	293.450970227958680E-3
346.000000000000060E+0	174.943298484515090E-3
347.000000000000060E+0	9.475723882380166E-3
348.000000000000060E+0	164.215971573539700E-3
349.000000000000060E+0	304.075711065016300E-3
350.000000000000060E+0	201.578726163440660E-3
351.000000000000060E+0	6.558534124918071E-3
352.000000000000060E+0	8.599937204500719E-3
353.000000000000060E+0	15.392769645480477E-3
354.000000000000060E+0	31.959174117555909E-3
355.000000000000060E+0	108.151733741886480E-3
356.000000000000060E+0	64.872782826684280E-3
357.000000000000060E+0	121.646781935660060E-3
358.000000000000060E+0	74.584119447698161E-3
359.000000000000060E+0	1.482152275088550E-3
360.000000000000060E+0	40.948917428202287E-3
361.000000000000060E+0	356.836461442743220E-3
362.000000000000060E+0	215.586952777483710E-3
363.000000000000060E+0	180.489717756795930E-3
364.000000000000060E+0	559.911694800880430E-3
365.000000000000060E+0	694.924018338474610E-3
366.000000000000060E+0	266.235271467035070E-3
367.000000000000060E+0	358.727136640703770E-3
368.000000000000060E+0	137.709462545122620E-3
369.000000000000060E+0	91.130210606557016E-3
370.000000000000060E+0	22.232206747194009E-3
371.000000000000060E+0	210.700337206972400E-3
372.000000000000060E+0	30.460791410672768E-3
373.000000000000060E+0	175.010086232845220E-3
374.000000000000060E+0	128.500177288449670E-3
375.000000000000060E+0	113.936886370483300E-3
376.000000000000060E+0	383.101126813748030E-3
377.000000000000060E+0	24.686139430938499E-3
378.000000000000060E+0	191.383296919213270E-3
379.000000000000060E+0	218.349432652925830E-3
