Freq (Hz)	GxyMicrophone/Source_Real	GxyMicrophone/Source_Imag
20.000000000000004E+0	1.384031570065553E-9	272.939186373192480E-12
21.000000000000004E+0	1.336892908688211E-9	18.545922627275968E-9
22.000000000000004E+0	6.101356809245374E-9	8.183264059233697E-9
23.000000000000004E+0	-4.513030250680281E-9	542.561072881454030E-12
24.000000000000004E+0	-3.086838862492857E-9	-1.953412748694667E-9
25.000000000000004E+0	-211.543016413203500E-12	84.851151318718269E-12
26.000000000000004E+0	-1.265924439564783E-9	1.653950013350990E-9
27.000000000000004E+0	471.846787300821930E-12	-2.341132604855547E-9
28.000000000000004E+0	1.866865773214202E-9	1.991424692209425E-9
29.000000000000004E+0	-4.757345957115153E-9	-14.407218950182242E-9
30.000000000000004E+0	339.431917341904020E-12	-138.597515284361110E-12
31.000000000000004E+0	-543.250907602062220E-12	449.423520950609970E-12
32.000000000000007E+0	398.949150796514020E-12	-566.961270188273180E-12
33.000000000000007E+0	490.422459732623840E-12	-31.028111919038861E-12
34.000000000000007E+0	27.444769992025370E-12	192.299164517355730E-12
35.000000000000007E+0	-2.586673186257404E-9	-1.031817618978837E-9
36.000000000000007E+0	904.016764686655510E-12	-1.231804980957061E-9
37.000000000000007E+0	381.353667563102330E-12	-2.806636872636105E-9
38.000000000000007E+0	701.102652334830500E-12	-23.166902483872852E-12
39.000000000000007E+0	-92.400934616066098E-12	338.895284293302920E-12
40.000000000000007E+0	-1.473574364037285E-9	-947.432283863281630E-12
41.000000000000007E+0	486.428011968108110E-12	-358.592693699225770E-12
42.000000000000007E+0	542.311527506279330E-12	270.657822524110650E-12
43.000000000000007E+0	-496.592576766260290E-12	584.131002592463280E-12
44.000000000000007E+0	-710.226935806723230E-12	-3.011815175831720E-9
45.000000000000007E+0	-481.719027236617140E-12	23.049037843300822E-12
46.000000000000007E+0	-1.321679322537254E-9	-1.763640082648059E-9
47.000000000000007E+0	3.104858926705175E-9	582.948135921423680E-12
48.000000000000007E+0	852.150107938369750E-12	-72.465600588867425E-12
49.000000000000007E+0	572.693470184019520E-12	-104.451883135517700E-12
50.000000000000007E+0	222.794973858622630E-12	355.928623751108400E-12
51.000000000000007E+0	-2.761435243404497E-9	1.874556098136404E-9
52.000000000000007E+0	944.525054232307770E-12	-902.326969825953830E-12
53.000000000000007E+0	316.778468741237620E-12	468.426986435134490E-12
54.000000000000007E+0	-264.086563272983590E-12	-1.307739416452119E-9
55.000000000000007E+0	613.125886334482730E-12	-448.094942085459050E-12
56.000000000000007E+0	-1.631104412038921E-9	749.039180947356410E-12
57.000000000000007E+0	1.116025482225105E-9	2.883662882039638E-9
58.000000000000007E+0	4.625361657032890E-9	-5.214406296861072E-9
59.000000000000007E+0	-612.356555686821610E-12	-657.694166007829490E-12
60.000000000000007E+0	3.395587328866580E-9	-3.129830552248970E-9
61.000000000000007E+0	-181.717237399974490E-12	1.103968474795029E-9
62.000000000000007E+0	-48.074565154180702E-12	-245.798619453971120E-12
63.000000000000007E+0	91.066799550073539E-12	179.164996713808550E-12
64.000000000000014E+0	101.248879162718410E-12	-97.574030099175897E-12
65.000000000000014E+0	-588.643156461513720E-12	481.469213429305210E-12
66.000000000000014E+0	954.611151692722580E-12	-8.603961553252387E-12
67.000000000000014E+0	-1.207640775456062E-9	-218.223402730183380E-12
68.000000000000014E+0	247.951575140746170E-12	291.540443514208800E-12
69.000000000000014E+0	367.751030220795530E-12	-99.374826709968715E-12
70.000000000000014E+0	-289.301547369906400E-12	-103.899894780637400E-12
71.000000000000014E+0	1.099353695075182E-9	461.744136788471200E-12
72.000000000000014E+0	-198.380658742679400E-12	94.347307617011770E-12
73.000000000000014E+0	978.906427986540750E-12	353.564747297995120E-12
74.000000000000014E+0	-1.392304254010878E-9	109.583387507411190E-12
75.000000000000014E+0	509.341380511329520E-12	-225.618032090735730E-12
76.000000000000014E+0	366.560656939986270E-12	-874.758387001066040E-12
77.000000000000014E+0	-478.953849894763360E-12	1.073642611859316E-9
78.000000000000014E+0	1.808756100070562E-9	-645.405452849080770E-12
79.000000000000014E+0	1.266698633358513E-9	-1.173345710542760E-9
80.000000000000014E+0	1.445030513840972E-9	2.526419625002172E-9
81.000000000000014E+0	224.481918086877300E-12	-983.743620133107580E-12
82.000000000000014E+0	-1.593375465334217E-9	-1.587867827300394E-9
83.000000000000014E+0	-1.242863481142776E-9	-4.036786658781144E-9
84.000000000000014E+0	-1.240449252111620E-9	-1.800650749391206E-9
85.000000000000014E+0	586.340659739290670E-12	-93.253347236574935E-12
86.000000000000014E+0	227.709432706068150E-12	-4.703849971607243E-9
87.000000000000014E+0	449.530984467163580E-12	-1.177901555990114E-9
88.000000000000014E+0	196.438092714530250E-12	-1.310203734550061E-9
89.000000000000014E+0	-646.599151956541420E-12	89.257078521132320E-12
90.000000000000014E+0	-3.493896678434367E-9	-2.050974510821282E-9
91.000000000000014E+0	-3.197530911897642E-9	-1.411227849068344E-9
92.000000000000014E+0	1.345363275652465E-9	-2.032826898503148E-9
93.000000000000014E+0	2.414200270529167E-9	832.422374842836340E-12
94.000000000000014E+0	-2.110668627026909E-9	526.492343453203700E-12
95.000000000000014E+0	-1.276928915500416E-9	4.105246184621271E-12
96.000000000000014E+0	-971.479305071617030E-12	42.500284521190120E-12
97.000000000000014E+0	-1.722314337616134E-9	497.239278565087550E-12
98.000000000000014E+0	-3.686136792251341E-9	1.889107432897754E-9
99.000000000000014E+0	-611.702474907564250E-12	1.866066305916147E-9
100.000000000000010E+0	3.981726259048755E-9	-3.741720834865845E-9
101.000000000000010E+0	5.723227988549888E-9	-3.895001974691593E-9
102.000000000000010E+0	1.922830821263839E-9	1.742553090705721E-9
103.000000000000010E+0	-2.696072003141175E-9	1.408361153807345E-9
104.000000000000010E+0	-225.290500397538440E-12	201.159286373355410E-12
105.000000000000010E+0	-1.014608350534793E-9	-2.627931513428630E-9
106.000000000000010E+0	-95.719493962765471E-12	-2.172101818579261E-9
107.000000000000010E+0	2.099307507456523E-9	661.952958082924480E-12
108.000000000000010E+0	2.269181098912183E-9	-747.307571003449080E-12
109.000000000000010E+0	-3.825380835932008E-9	-1.760401439521776E-9
110.000000000000010E+0	1.783230700367691E-9	-891.341419686971550E-12
111.000000000000010E+0	-5.239053232731110E-9	3.435604783044152E-9
112.000000000000010E+0	-323.653689919282950E-12	-516.211875601357200E-12
113.000000000000010E+0	308.996490088265650E-12	1.841193255244494E-9
114.000000000000010E+0	983.118224153753560E-12	8.943489926806354E-9
115.000000000000010E+0	2.725608283394479E-9	4.060989261598099E-9
116.000000000000010E+0	794.090361320579310E-12	-147.286124081523690E-12
117.000000000000010E+0	-3.076101617677591E-9	-4.853775174465927E-9
118.000000000000010E+0	-4.646793917143103E-9	-372.395847132387060E-12
119.000000000000010E+0	-596.935663481424020E-12	1.939430582054343E-9
120.000000000000010E+0	-70.790551337982596E-12	1.798560949237270E-9
121.000000000000010E+0	-2.230169667126867E-9	1.317819358847387E-9
122.000000000000010E+0	-1.420195965316064E-9	2.237502718141638E-9
123.000000000000010E+0	-808.298212445277900E-12	-2.320293931639099E-9
124.000000000000010E+0	2.654917060294115E-9	-3.053030933391392E-9
125.000000000000010E+0	-906.957375378039040E-12	4.390991180765667E-9
126.000000000000010E+0	-1.620634328490737E-9	388.947349508944510E-12
127.000000000000010E+0	2.159639053369488E-9	2.622667531800545E-9
128.000000000000030E+0	-6.610482774998717E-9	-228.184190518373440E-12
129.000000000000030E+0	-11.691770589460868E-9	7.348982798539624E-9
130.000000000000030E+0	-2.829848153524003E-9	3.434656157384709E-9
131.000000000000030E+0	1.715696849576056E-9	-1.106922386387663E-9
132.000000000000030E+0	-16.399099857593088E-9	201.640485157381740E-12
133.000000000000030E+0	-18.462702191677649E-9	-794.452728149233570E-12
134.000000000000030E+0	-538.219643454470100E-12	302.495862732636390E-12
135.000000000000030E+0	-3.916383126961683E-9	-1.969925683668243E-9
136.000000000000030E+0	-5.024078122352943E-9	2.733905046965242E-9
137.000000000000030E+0	-1.768935911036065E-9	1.323835381951232E-9
138.000000000000030E+0	-1.196675656038698E-9	5.121610634229091E-9
139.000000000000030E+0	-9.768337431992130E-9	3.356542041359086E-9
140.000000000000030E+0	-12.433093535318972E-9	6.559475639193621E-9
141.000000000000030E+0	-2.237235159093690E-9	3.841692398952840E-9
142.000000000000030E+0	-1.958528178561492E-9	3.303703065848510E-9
143.000000000000030E+0	-5.394875817295449E-9	-2.558017780139888E-9
144.000000000000030E+0	7.639859439004090E-9	1.242633757852463E-9
145.000000000000030E+0	7.248269859433600E-9	4.522737822552340E-9
146.000000000000030E+0	-3.420271926491261E-9	-247.710274295170310E-12
147.000000000000030E+0	-12.885903701911338E-9	6.350638827107437E-9
148.000000000000030E+0	-5.614752180387523E-9	715.245606374728630E-12
149.000000000000030E+0	5.826857551966334E-9	3.593275125392319E-9
150.000000000000030E+0	13.517873235743559E-9	37.652690242872186E-9
151.000000000000030E+0	15.982029371629607E-9	19.551991326709193E-9
152.000000000000030E+0	12.847392361993733E-9	17.903414222813748E-9
153.000000000000030E+0	-1.069432270808396E-9	-6.782067219144026E-12
154.000000000000030E+0	722.317114340038610E-12	-5.913856826321756E-9
155.000000000000030E+0	8.530609972028643E-9	16.966492877119596E-9
156.000000000000030E+0	1.712524445146969E-9	-5.177619682822324E-9
157.000000000000030E+0	14.563818716319457E-9	-40.313065001284058E-9
158.000000000000030E+0	7.034446633947554E-9	-5.094226389081965E-9
159.000000000000030E+0	6.519129678467773E-9	-1.239536549813107E-9
160.000000000000030E+0	30.468414226686244E-9	-11.114410915867053E-9
161.000000000000030E+0	16.577224957216577E-9	-14.419903389756779E-9
162.000000000000030E+0	4.512519060311780E-9	-2.667974825047631E-9
163.000000000000030E+0	-53.878991326460120E-12	1.850478223413971E-9
164.000000000000030E+0	826.175442942788900E-12	338.257930959575270E-12
165.000000000000030E+0	12.298305526999839E-9	1.378659824039452E-9
166.000000000000030E+0	18.917641259129850E-9	-6.170446683865414E-9
167.000000000000030E+0	41.383805159759270E-9	25.958408355522198E-9
168.000000000000030E+0	27.150399976209515E-9	39.030147220739218E-9
169.000000000000030E+0	12.121621953979407E-9	3.019662952412671E-9
170.000000000000030E+0	-8.525745621571287E-9	-13.112097186846309E-9
171.000000000000030E+0	-10.459417382731922E-9	-8.401463353430822E-9
172.000000000000030E+0	-12.427571852625017E-9	-903.521491679861360E-12
173.000000000000030E+0	-25.367034930973372E-9	-6.616511434217365E-9
174.000000000000030E+0	-19.341829565529724E-9	-716.078115029921350E-12
175.000000000000030E+0	-27.152093400673137E-9	9.364961251498902E-9
176.000000000000030E+0	-17.559326122918437E-9	10.507975563536108E-9
177.000000000000030E+0	5.667050554025996E-9	9.066838148758445E-9
178.000000000000030E+0	58.710198589235847E-9	38.871792115957406E-9
179.000000000000030E+0	36.393549950198000E-9	32.098391955795971E-9
180.000000000000030E+0	11.448680228005440E-9	-4.004052790688689E-9
181.000000000000030E+0	38.420575660265449E-9	28.669236534674483E-9
182.000000000000030E+0	8.266259530717474E-9	13.703785991123135E-9
183.000000000000030E+0	13.575340993007507E-9	-4.985159273453185E-9
184.000000000000030E+0	8.942224345088459E-9	6.571184360579236E-9
185.000000000000030E+0	30.208822631135954E-9	26.246507622731349E-9
186.000000000000030E+0	39.070752819801996E-9	25.891637612289063E-9
187.000000000000030E+0	12.625740065369779E-9	11.644216736587245E-9
188.000000000000030E+0	-3.102743448011330E-9	-2.574860686754402E-9
189.000000000000030E+0	10.362495799521699E-9	-3.544608627435583E-9
190.000000000000030E+0	30.947389176210819E-9	-30.305566547479938E-9
191.000000000000030E+0	114.694184970871510E-9	-75.537168757400791E-9
192.000000000000030E+0	93.557134142420839E-9	-40.276279482873971E-9
193.000000000000030E+0	33.414524605506788E-9	-31.415246919594110E-9
194.000000000000030E+0	39.649865055296972E-9	-58.306538191803727E-9
195.000000000000030E+0	48.429904750085904E-9	-70.009820476687549E-9
196.000000000000030E+0	24.225610940357660E-9	-8.461063380707388E-9
197.000000000000030E+0	69.536854521371433E-9	-96.776731766464983E-9
198.000000000000030E+0	25.957771410737006E-9	-4.605835139910187E-9
199.000000000000030E+0	-3.769486184280924E-9	-20.221231994817817E-9
200.000000000000030E+0	-5.787863961107839E-9	-3.339990018855998E-9
201.000000000000030E+0	-21.671465621006892E-9	-32.806321323958745E-9
202.000000000000030E+0	-48.545274323911980E-9	-84.153475377970733E-9
203.000000000000030E+0	-9.252695746886289E-9	-15.216671316603582E-9
204.000000000000030E+0	-1.767184450725074E-9	-2.591609329904258E-9
205.000000000000030E+0	-10.524982274364938E-9	-47.590352726437297E-9
206.000000000000030E+0	-4.516797109121485E-9	-5.882571076644929E-9
207.000000000000030E+0	-401.801415549676090E-12	859.124873585748140E-12
208.000000000000030E+0	-124.934886785332660E-12	3.295524766428145E-9
209.000000000000030E+0	-42.541496877911179E-9	-4.307796553597584E-9
210.000000000000030E+0	-44.866799502806043E-9	-12.288194504539410E-9
211.000000000000030E+0	-37.004521639723151E-9	1.944858583424932E-9
212.000000000000030E+0	-385.942079872451100E-12	30.679386183963152E-9
213.000000000000030E+0	-91.781222845595219E-9	55.159171540918631E-9
214.000000000000030E+0	-37.744772711245921E-9	19.942024340614734E-9
215.000000000000030E+0	-479.645383562514270E-12	879.406434095197690E-12
216.000000000000030E+0	-2.791969625399555E-9	-1.188792990082841E-9
217.000000000000030E+0	4.053637897293417E-9	-3.702992753659330E-9
218.000000000000030E+0	-9.802764291550465E-9	25.702088072895731E-9
219.000000000000030E+0	2.158999737506927E-9	-1.317467729803694E-9
220.000000000000030E+0	-28.187399203972943E-9	2.030943181743270E-9
221.000000000000030E+0	-36.206276943845169E-9	24.210233607162158E-9
222.000000000000030E+0	-26.671544906213864E-9	-13.334131811436018E-9
223.000000000000030E+0	-572.458761986574500E-12	-2.574018751568082E-9
224.000000000000030E+0	12.890238422375732E-9	-11.506347973794202E-9
225.000000000000030E+0	22.451510760700177E-9	6.194820147293882E-9
226.000000000000030E+0	-15.715854963493982E-9	-5.430072050067530E-9
227.000000000000030E+0	-2.225630724915614E-9	-2.804266541100126E-9
228.000000000000030E+0	-9.060131331315602E-9	-10.054632757776822E-9
229.000000000000030E+0	-11.561528230930740E-9	-30.471781071571196E-9
230.000000000000030E+0	-6.263356541773604E-9	-30.040521806768535E-9
231.000000000000030E+0	-25.038855384437722E-9	-93.422971034954802E-9
232.000000000000030E+0	-37.600373273498219E-9	-36.323537215848436E-9
233.000000000000030E+0	-8.636996185126232E-9	-12.125524916485433E-9
234.000000000000030E+0	-6.267613209584463E-9	-796.676089078715330E-12
235.000000000000030E+0	-27.920444299229702E-9	-22.279406949175506E-9
236.000000000000030E+0	-4.896228728941718E-9	-7.252559665607208E-9
