Freq (Hz)	Microphone/Source_Real	Microphone/Source_Imag
20.000000000000004E+0	118.042872375797720E-3	-247.089138438538470E-3
21.000000000000004E+0	526.332162681934170E-3	98.967131558031690E-3
22.000000000000004E+0	1.044750472311157E+0	-371.870690605706380E-3
23.000000000000004E+0	-27.180531958554265E-3	132.376146825190190E-3
24.000000000000004E+0	-146.426969771264040E-3	-15.899040435065011E-3
25.000000000000004E+0	-211.467100946518770E-3	-66.748508467148276E-3
26.000000000000004E+0	-30.471688559166529E-3	-22.466070705597824E-3
27.000000000000004E+0	-75.263173455267882E-3	103.589755386121650E-3
28.000000000000004E+0	51.588035485365946E-3	129.964375323359140E-3
29.000000000000004E+0	-73.587684958467070E-3	140.292044160060050E-3
30.000000000000004E+0	-684.904300132201830E-3	48.242804342075056E-3
31.000000000000004E+0	-334.767559572558440E-3	-48.518129613332232E-3
32.000000000000007E+0	-23.723901407521963E-3	-19.643218558507217E-3
33.000000000000007E+0	-14.353342358494165E-3	50.082072610646129E-3
34.000000000000007E+0	-95.247936337050212E-3	-31.628638654329355E-3
35.000000000000007E+0	50.153747951932358E-3	-45.306683559642846E-3
36.000000000000007E+0	-10.926657549364605E-3	37.820898743329188E-3
37.000000000000007E+0	6.249362635770700E-3	15.939781686206148E-3
38.000000000000007E+0	-47.912744728600104E-3	-5.273779887652048E-3
39.000000000000007E+0	-18.095700760944109E-3	-75.771314540763843E-3
40.000000000000007E+0	-48.518669541730099E-3	11.045911815923447E-3
41.000000000000007E+0	90.030762723936453E-3	-111.819767682185860E-3
42.000000000000007E+0	-55.739904396080356E-3	-154.913440627955230E-3
43.000000000000007E+0	-18.270356103545510E-3	86.678207808446428E-3
44.000000000000007E+0	-28.649728721997791E-3	-36.355172814853454E-3
45.000000000000007E+0	-296.438898897370180E-3	-44.551613104825298E-3
46.000000000000007E+0	52.723091281357291E-3	-61.996351593386012E-3
47.000000000000007E+0	-14.209671569289742E-3	-32.738129978775968E-3
48.000000000000007E+0	-139.147888060572100E-3	-57.729767722889874E-3
49.000000000000007E+0	50.078773998739473E-3	-144.579923116153310E-3
50.000000000000007E+0	-127.416152354624080E-3	206.227583926407110E-3
51.000000000000007E+0	-47.597263316045482E-3	-4.216556858414514E-3
52.000000000000007E+0	43.471264568671536E-3	-79.549610642545454E-3
53.000000000000007E+0	-243.944123427598050E-3	350.033477905802800E-3
54.000000000000007E+0	130.367467189310030E-3	-173.626069451223580E-3
55.000000000000007E+0	-52.450490252889670E-3	-15.110322477600564E-3
56.000000000000007E+0	37.098264444170664E-3	-73.218440137847784E-3
57.000000000000007E+0	-84.920243584303862E-3	-115.145746884463250E-3
58.000000000000007E+0	77.433989393845604E-3	145.547201394011780E-3
59.000000000000007E+0	992.618449432517090E-3	731.920123569468560E-3
60.000000000000007E+0	-57.969724737270314E-3	2.921948604034196E-3
61.000000000000007E+0	61.265709588459630E-3	67.404906786319177E-3
62.000000000000007E+0	54.800824936409108E-3	1.439258142015664E-3
63.000000000000007E+0	-18.378563089797066E-3	-49.966111242948461E-3
64.000000000000014E+0	-37.556198235867796E-3	76.553945925096428E-3
65.000000000000014E+0	-8.802570157031271E-3	-14.973167935273372E-3
66.000000000000014E+0	49.136957540211988E-3	25.307891579090382E-3
67.000000000000014E+0	-83.214349924512432E-3	31.888310256829033E-3
68.000000000000014E+0	77.279504657547904E-3	64.420869987990750E-3
69.000000000000014E+0	-86.546717532944364E-3	-71.458019224147434E-3
70.000000000000014E+0	-51.315132773303601E-3	63.979904472362514E-3
71.000000000000014E+0	8.981017032300155E-3	-7.606475839831541E-3
72.000000000000014E+0	54.739605730943310E-3	26.738418890573837E-3
73.000000000000014E+0	-2.049960280755020E-3	-54.080664734537820E-3
74.000000000000014E+0	4.379117343826610E-3	30.014660781771743E-3
75.000000000000014E+0	23.935879050932286E-3	12.966070671872908E-3
76.000000000000014E+0	31.811979212275548E-3	-1.440330070543192E-3
77.000000000000014E+0	-39.328794061456403E-3	-156.373977880186100E-6
78.000000000000014E+0	24.529824315818214E-3	-6.932076187821776E-3
79.000000000000014E+0	-393.287146803277030E-6	-19.166132371257971E-3
80.000000000000014E+0	807.003336612179030E-6	-1.351699301452712E-3
81.000000000000014E+0	-1.618439348580548E-3	-8.652190501079373E-3
82.000000000000014E+0	-12.593316637571357E-3	-2.522443000388816E-3
83.000000000000014E+0	1.640112580138385E-3	-16.737006335209581E-3
84.000000000000014E+0	4.541350357464870E-3	-31.032549463107805E-3
85.000000000000014E+0	25.233315877579619E-3	4.776843642317045E-3
86.000000000000014E+0	-1.494329678728303E-3	2.086989183270298E-3
87.000000000000014E+0	-21.828316526099237E-3	-5.112184681408194E-3
88.000000000000014E+0	17.341497371639068E-3	-15.228489699666002E-3
89.000000000000014E+0	-8.719149677131749E-3	2.214931904296241E-3
90.000000000000014E+0	2.487316660333286E-3	-10.111304400416566E-3
91.000000000000014E+0	-3.355301438273463E-3	-8.168009787807590E-3
92.000000000000014E+0	10.985995363096634E-3	-15.646685316891840E-3
93.000000000000014E+0	12.544861203267277E-3	375.552885726680660E-6
94.000000000000014E+0	-11.312595156839732E-3	-12.190260049266368E-3
95.000000000000014E+0	11.378051660709916E-3	-33.431066886241069E-3
96.000000000000014E+0	3.479332869622543E-3	-23.039476141404412E-3
97.000000000000014E+0	-5.185366596932032E-3	116.425033142954280E-6
98.000000000000014E+0	-895.134884333523960E-6	2.653245983965347E-3
99.000000000000014E+0	6.762148406710290E-3	3.409063001874962E-3
100.000000000000010E+0	2.367948594035358E-3	-1.217821754471544E-3
101.000000000000010E+0	9.115761069647670E-3	1.186230464006855E-3
102.000000000000010E+0	-7.619620315214464E-3	8.759810602554883E-3
103.000000000000010E+0	2.832475043402575E-3	-8.150282280567288E-3
104.000000000000010E+0	-2.983927281996570E-3	-6.188502647218212E-3
105.000000000000010E+0	-2.734494692999539E-3	298.548470029471280E-6
106.000000000000010E+0	-4.916883083842379E-3	-4.219560001038358E-3
107.000000000000010E+0	-13.226708780375841E-3	-1.305787841250766E-3
108.000000000000010E+0	64.183887533982389E-6	-2.227938547340194E-3
109.000000000000010E+0	2.674459943461488E-3	184.774468908458550E-6
110.000000000000010E+0	1.212328566318981E-3	-731.606490987804110E-6
111.000000000000010E+0	2.830536410152136E-3	-1.140012980213234E-3
112.000000000000010E+0	33.938644686663987E-3	10.317407957963480E-3
113.000000000000010E+0	-12.071726635485480E-3	-8.139216214698161E-3
114.000000000000010E+0	-2.197760007770585E-3	-1.855564401335463E-3
115.000000000000010E+0	-1.220357039582643E-3	-1.626369536874448E-3
116.000000000000010E+0	-2.596577777035180E-3	1.872664552570312E-3
117.000000000000010E+0	-1.979282940234275E-3	1.628868187413710E-3
118.000000000000010E+0	-1.973612658049072E-3	1.604101915993852E-3
119.000000000000010E+0	-66.477670483134529E-6	2.126331197235824E-3
120.000000000000010E+0	3.954919229788243E-3	12.530534495956614E-3
121.000000000000010E+0	-4.711946041700243E-3	221.606161908169630E-6
122.000000000000010E+0	-2.896752988809760E-3	-134.027302172655460E-6
123.000000000000010E+0	-1.900583902482074E-3	1.213989206122723E-3
124.000000000000010E+0	-1.069235327119217E-3	-1.295306043808588E-3
125.000000000000010E+0	-253.182310458406020E-6	-1.898232088042599E-3
126.000000000000010E+0	-411.880961575399380E-6	-705.719428251357710E-6
127.000000000000010E+0	-618.490547465402190E-6	954.228016194329410E-6
128.000000000000030E+0	-1.174506682095382E-3	-2.142675046692673E-3
129.000000000000030E+0	-1.236119647636432E-3	-1.845474557795200E-3
130.000000000000030E+0	-961.082722701122730E-6	1.450516789678485E-3
131.000000000000030E+0	5.034421874070252E-3	-739.232148082184360E-6
132.000000000000030E+0	557.657615438110340E-6	-238.967491878944910E-6
133.000000000000030E+0	298.886858375565390E-6	452.672724635637290E-6
134.000000000000030E+0	1.066183816683717E-3	539.675956110351140E-6
