Freq (Hz)	GxyMicrophone/Source_Real	GxyMicrophone/Source_Imag
20.000000000000004E+0	1.952508892959084E-9	-4.087021354571509E-9
21.000000000000004E+0	15.396689298019350E-9	2.895065670223996E-9
22.000000000000004E+0	7.113275538247037E-9	-2.531914324982263E-9
23.000000000000004E+0	-668.125712281631890E-12	3.253943209115266E-9
24.000000000000004E+0	-4.730879016392692E-9	-513.678845451252100E-12
25.000000000000004E+0	-1.705790791487892E-9	-538.424135854629780E-12
26.000000000000004E+0	-1.425242166338598E-9	-1.050798061925262E-9
27.000000000000004E+0	-901.301774315599780E-12	1.240522104557836E-9
28.000000000000004E+0	477.640817150632090E-12	1.203307895830420E-9
29.000000000000004E+0	-4.560026342903417E-9	8.693511929757142E-9
30.000000000000004E+0	-1.121231784587627E-9	78.976530875241662E-12
31.000000000000004E+0	-508.803988613586390E-12	-73.741368186494987E-12
32.000000000000007E+0	-1.090152280102986E-9	-902.638193114742800E-12
33.000000000000007E+0	-43.927612587671114E-12	153.273420801960300E-12
34.000000000000007E+0	-770.265849196755710E-12	-255.779402146875300E-12
35.000000000000007E+0	1.957458821335802E-9	-1.768281953410337E-9
36.000000000000007E+0	-56.768504740348294E-12	196.495209984847560E-12
37.000000000000007E+0	274.521252797569220E-12	700.200819323619740E-12
38.000000000000007E+0	-782.371901584307240E-12	-86.116068336541871E-12
39.000000000000007E+0	-68.004399089688490E-12	-284.751764059983290E-12
40.000000000000007E+0	-2.368050569138582E-9	539.117787223218450E-12
41.000000000000007E+0	428.915448194547310E-12	-532.720420457611930E-12
42.000000000000007E+0	-369.974974749774860E-12	-1.028241740019182E-9
43.000000000000007E+0	-324.220822600880350E-12	1.538168149430374E-9
44.000000000000007E+0	-905.968492661913030E-12	-1.149631866854180E-9
45.000000000000007E+0	-600.970127843812910E-12	-90.319417333028237E-12
46.000000000000007E+0	1.207538436043667E-9	-1.419927694375575E-9
47.000000000000007E+0	-512.153310235720720E-12	-1.179966866777870E-9
48.000000000000007E+0	-2.077066963732242E-9	-861.734914071806940E-12
49.000000000000007E+0	1.733248038179475E-9	-5.003973701662901E-9
50.000000000000007E+0	-1.034073343936723E-9	1.673684563392264E-9
51.000000000000007E+0	-747.083584944380180E-12	-66.182805364025665E-12
52.000000000000007E+0	1.154372246728925E-9	-2.112426764553463E-9
53.000000000000007E+0	-875.234829898630770E-12	1.255867479769968E-9
54.000000000000007E+0	1.598607382554376E-9	-2.129058134001888E-9
55.000000000000007E+0	-2.483115847493486E-9	-715.354251675462520E-12
56.000000000000007E+0	103.090506772294270E-12	-203.463051762079820E-12
57.000000000000007E+0	-1.642482553369794E-9	-2.227088293319757E-9
58.000000000000007E+0	3.518342158222892E-9	6.613179285795778E-9
59.000000000000007E+0	803.406990945460150E-12	592.402593791757980E-12
60.000000000000007E+0	-2.068593134018665E-9	104.266888408640180E-12
61.000000000000007E+0	970.433949286010720E-12	1.067677340771787E-9
62.000000000000007E+0	1.140103434427095E-9	29.943037402143643E-12
63.000000000000007E+0	-422.299219166636130E-12	-1.148112050958136E-9
64.000000000000014E+0	-137.710716703682840E-12	280.707293470712880E-12
65.000000000000014E+0	-498.923583747705850E-12	-848.668794801437400E-12
66.000000000000014E+0	729.815235884436230E-12	375.889875709465880E-12
67.000000000000014E+0	-1.575967985702610E-9	603.921753021003040E-12
68.000000000000014E+0	1.349319693561120E-9	1.124804680572529E-9
69.000000000000014E+0	-891.216466354213170E-12	-735.840309152964520E-12
70.000000000000014E+0	-239.667856762472250E-12	298.818803577883750E-12
71.000000000000014E+0	719.351225600136570E-12	-609.254798003569730E-12
72.000000000000014E+0	75.272824372473798E-12	36.768191554767989E-12
73.000000000000014E+0	-31.982060503522380E-12	-843.729075069526760E-12
74.000000000000014E+0	250.145318054990770E-12	1.714506892160190E-9
75.000000000000014E+0	437.112435294523340E-12	236.783897325154360E-12
76.000000000000014E+0	1.241237153544023E-9	-56.198678648545560E-12
77.000000000000014E+0	-690.234989097437280E-12	-2.744421574396368E-12
78.000000000000014E+0	639.565486694617670E-12	-180.739846473723690E-12
79.000000000000014E+0	-11.237625654884229E-12	-547.645206793115920E-12
80.000000000000014E+0	85.149967197800454E-12	-142.622893807563410E-12
81.000000000000014E+0	-52.012218089227149E-12	-278.057759585720150E-12
82.000000000000014E+0	-1.702075115175891E-9	-340.925872347429940E-12
83.000000000000014E+0	341.715363597101640E-12	-3.487133916673306E-9
84.000000000000014E+0	245.828782860536310E-12	-1.679829403832601E-9
85.000000000000014E+0	356.306155915040290E-12	67.451253884293042E-12
86.000000000000014E+0	-300.297404200241360E-12	419.397033500263540E-12
87.000000000000014E+0	-621.271319434824870E-12	-145.501542384887360E-12
88.000000000000014E+0	1.858302395138798E-9	-1.631874011613167E-9
89.000000000000014E+0	-1.812359341308965E-9	460.394955444218730E-12
