Freq (Hz)	Coh_Microphone/Source
20.000000000000004E+0	152.596876666010520E-3
21.000000000000004E+0	366.592723102789450E-3
22.000000000000004E+0	28.071993684844108E-3
23.000000000000004E+0	56.448276303776537E-3
24.000000000000004E+0	34.269685898131473E-3
25.000000000000004E+0	61.574638616462896E-3
26.000000000000004E+0	85.943952585860212E-3
27.000000000000004E+0	5.273132430522970E-3
28.000000000000004E+0	123.548110495139500E-3
29.000000000000004E+0	96.932787023880668E-3
30.000000000000004E+0	75.416124787864996E-3
31.000000000000004E+0	11.572617308481017E-3
32.000000000000007E+0	69.341895924922445E-3
33.000000000000007E+0	179.104292531835490E-3
34.000000000000007E+0	75.242765328012134E-3
35.000000000000007E+0	102.690953905808330E-3
36.000000000000007E+0	95.696074379959986E-3
37.000000000000007E+0	9.349692015816369E-3
38.000000000000007E+0	100.302970324857080E-3
39.000000000000007E+0	95.001810454907576E-3
40.000000000000007E+0	12.010098679899949E-3
41.000000000000007E+0	92.536359729428946E-3
42.000000000000007E+0	165.196524550889680E-3
43.000000000000007E+0	271.312362618544080E-3
44.000000000000007E+0	393.529827400795230E-3
45.000000000000007E+0	535.235584317322210E-3
46.000000000000007E+0	141.154823690415100E-3
47.000000000000007E+0	266.494971058774680E-3
48.000000000000007E+0	11.706768532114623E-3
49.000000000000007E+0	206.031120816171110E-3
50.000000000000007E+0	609.098088332042600E-3
51.000000000000007E+0	398.078748403722930E-3
52.000000000000007E+0	201.521171201984760E-3
53.000000000000007E+0	53.795135172423819E-3
54.000000000000007E+0	9.554933824943069E-3
55.000000000000007E+0	582.237195361700490E-3
56.000000000000007E+0	843.209270829828440E-3
57.000000000000007E+0	313.013179082139160E-3
58.000000000000007E+0	3.092630862994311E-3
59.000000000000007E+0	344.326698564363210E-3
60.000000000000007E+0	27.056913972270648E-3
61.000000000000007E+0	217.400520000820520E-3
62.000000000000007E+0	152.016717140854210E-3
63.000000000000007E+0	236.787110712779720E-3
64.000000000000014E+0	141.429217769606540E-3
65.000000000000014E+0	414.174019403108330E-3
66.000000000000014E+0	241.329724491266380E-3
67.000000000000014E+0	148.090517817695640E-3
68.000000000000014E+0	86.074955217606872E-3
69.000000000000014E+0	20.731503397636131E-3
70.000000000000014E+0	162.591086112119450E-3
71.000000000000014E+0	30.379912278384321E-3
72.000000000000014E+0	612.564550665517960E-3
73.000000000000014E+0	354.995900808570410E-3
74.000000000000014E+0	288.144465030479140E-3
75.000000000000014E+0	189.478583326919050E-3
76.000000000000014E+0	439.943865568503230E-3
77.000000000000014E+0	357.724604715206060E-3
78.000000000000014E+0	510.791171869642730E-3
79.000000000000014E+0	335.288658142380740E-3
80.000000000000014E+0	224.237438616513300E-3
81.000000000000014E+0	296.450551955511120E-3
82.000000000000014E+0	162.952136578667330E-3
83.000000000000014E+0	87.421804975420306E-3
84.000000000000014E+0	20.464132282484487E-3
85.000000000000014E+0	31.943665299382418E-3
86.000000000000014E+0	78.831542677100158E-3
87.000000000000014E+0	30.712870182883528E-3
88.000000000000014E+0	54.030095562024816E-3
89.000000000000014E+0	19.286803151607700E-3
90.000000000000014E+0	227.438495553293760E-3
91.000000000000014E+0	164.488857077692620E-3
92.000000000000014E+0	79.669650439260803E-3
93.000000000000014E+0	88.213544411886155E-3
94.000000000000014E+0	34.705927335494720E-3
95.000000000000014E+0	120.960274141319740E-3
96.000000000000014E+0	342.867172077907290E-3
97.000000000000014E+0	254.445250694613320E-3
98.000000000000014E+0	143.575132264709360E-3
99.000000000000014E+0	145.418148553941860E-3
100.000000000000010E+0	734.461049332243650E-3
101.000000000000010E+0	445.124158560273040E-3
102.000000000000010E+0	106.416596660613900E-3
103.000000000000010E+0	264.027768334447130E-3
104.000000000000010E+0	134.621010512491510E-3
105.000000000000010E+0	331.448424473425150E-3
106.000000000000010E+0	116.354639315534440E-3
107.000000000000010E+0	12.177858088914152E-3
108.000000000000010E+0	31.636900470282697E-3
109.000000000000010E+0	149.646179317852850E-3
110.000000000000010E+0	212.326843488468810E-3
111.000000000000010E+0	262.436620000635170E-3
112.000000000000010E+0	147.055801513881950E-3
113.000000000000010E+0	445.048450304441960E-3
114.000000000000010E+0	384.876147543265600E-3
115.000000000000010E+0	133.126726867953400E-3
116.000000000000010E+0	27.962448528563461E-3
117.000000000000010E+0	298.592164151958990E-3
118.000000000000010E+0	289.260372571800150E-3
119.000000000000010E+0	21.311184643309812E-3
120.000000000000010E+0	218.372789350473470E-3
121.000000000000010E+0	274.406569812768060E-3
122.000000000000010E+0	22.660646742915375E-3
123.000000000000010E+0	229.692708677775720E-3
124.000000000000010E+0	20.224020451767785E-3
125.000000000000010E+0	82.414620052854201E-3
126.000000000000010E+0	106.093043012155220E-3
127.000000000000010E+0	29.941802977769782E-3
128.000000000000030E+0	54.709392999777361E-3
129.000000000000030E+0	109.189535249984370E-3
130.000000000000030E+0	51.103162838268115E-3
131.000000000000030E+0	606.753410443624190E-3
132.000000000000030E+0	708.493027482172690E-3
133.000000000000030E+0	540.280885457533390E-3
134.000000000000030E+0	465.097455588265540E-3
135.000000000000030E+0	225.553907506055720E-3
136.000000000000030E+0	367.955187532505390E-3
137.000000000000030E+0	377.579349111735460E-3
138.000000000000030E+0	193.096701098587200E-3
139.000000000000030E+0	292.364874108335950E-3
140.000000000000030E+0	128.345090729388210E-3
141.000000000000030E+0	89.468625016638784E-3
142.000000000000030E+0	133.325262889426030E-3
143.000000000000030E+0	270.212849627361080E-3
144.000000000000030E+0	190.161321250498370E-3
145.000000000000030E+0	81.584514138799552E-3
146.000000000000030E+0	72.591067209863053E-3
147.000000000000030E+0	284.688907765822840E-3
148.000000000000030E+0	151.079918388775520E-3
149.000000000000030E+0	207.575007038842660E-3
150.000000000000030E+0	486.323256484982540E-3
151.000000000000030E+0	545.977762082927700E-3
152.000000000000030E+0	19.245227963504342E-3
153.000000000000030E+0	612.521777217008730E-3
154.000000000000030E+0	551.828802233599980E-3
155.000000000000030E+0	587.861760078419950E-3
156.000000000000030E+0	510.165084620641580E-3
