Freq (Hz)	Microphone/Source_Mod	Microphone/Source_Phase(rad)
20.000000000000004E+0	185.067276658795350E-3	19.599421552600258E+0
21.000000000000004E+0	87.906675142276694E-3	19.744800834267085E+0
22.000000000000004E+0	160.221716860870750E-3	18.730394239208792E+0
23.000000000000004E+0	129.235298225704340E-3	17.833843740050384E+0
24.000000000000004E+0	51.577579136686938E-3	19.587068258454526E+0
25.000000000000004E+0	162.154998038366330E-3	17.145534794708048E+0
26.000000000000004E+0	68.005669263318663E-3	18.301275893942666E+0
27.000000000000004E+0	23.193739632420485E-3	20.560432758782586E+0
28.000000000000004E+0	166.096467493318440E-3	21.180901784529425E+0
29.000000000000004E+0	99.513338430293641E-3	23.601199993377495E+0
30.000000000000004E+0	862.118951378283980E-3	25.895250381950284E+0
31.000000000000004E+0	65.681538032027642E-3	26.321468737840131E+0
32.000000000000007E+0	29.336177932842517E-3	26.704510225735270E+0
33.000000000000007E+0	141.859834422543100E-3	24.512701057877781E+0
34.000000000000007E+0	61.879540529163363E-3	22.920476964398620E+0
35.000000000000007E+0	21.569803022725192E-3	25.174905600419297E+0
36.000000000000007E+0	53.076831452792274E-3	23.963599649524966E+0
37.000000000000007E+0	7.667297684428044E-3	26.306984389339952E+0
38.000000000000007E+0	48.067444373514935E-3	29.282472326006914E+0
39.000000000000007E+0	74.979431210500089E-3	26.197484065585758E+0
40.000000000000007E+0	9.812554443066277E-3	26.324355634892566E+0
41.000000000000007E+0	116.867763325573710E-3	23.366657259799442E+0
42.000000000000007E+0	144.149869579888180E-3	21.370979211811878E+0
43.000000000000007E+0	97.287101656879454E-3	18.910964179162377E+0
44.000000000000007E+0	51.714494987627410E-3	21.957957006134915E+0
45.000000000000007E+0	220.908660133724980E-3	22.280477196553324E+0
46.000000000000007E+0	21.520065615270031E-3	24.776442380389003E+0
47.000000000000007E+0	43.316168189818788E-3	24.590851652483998E+0
48.000000000000007E+0	38.743491784206094E-3	23.485509122204913E+0
49.000000000000007E+0	282.101321920810670E-3	21.297733541073793E+0
50.000000000000007E+0	1.307770393529088E+0	18.158770017907134E+0
51.000000000000007E+0	289.069992295428730E-3	16.044938321869559E+0
52.000000000000007E+0	159.176480928161950E-3	18.122278703520468E+0
53.000000000000007E+0	182.922435657850300E-3	16.246796802051232E+0
54.000000000000007E+0	22.683522017084339E-3	14.630150791136204E+0
55.000000000000007E+0	202.069724764095960E-3	15.159655853706179E+0
56.000000000000007E+0	1.195983365526598E+0	18.081789014304956E+0
57.000000000000007E+0	261.930203527476040E-3	16.256303634030818E+0
58.000000000000007E+0	20.703015780912676E-3	18.614834778897308E+0
59.000000000000007E+0	2.236336405804786E+0	16.969812480187858E+0
60.000000000000007E+0	39.144760142854972E-3	15.070378209071023E+0
61.000000000000007E+0	100.730970075512240E-3	12.071675210655671E+0
62.000000000000007E+0	57.344541441100863E-3	14.979008421091175E+0
63.000000000000007E+0	37.228709245771867E-3	17.809765734539337E+0
64.000000000000014E+0	77.117310935284608E-3	17.765704844474858E+0
65.000000000000014E+0	36.522145046728488E-3	14.768566683076493E+0
66.000000000000014E+0	74.304118379483974E-3	11.839738711340962E+0
67.000000000000014E+0	56.748862693551429E-3	14.732455808678138E+0
68.000000000000014E+0	33.592304338624292E-3	12.718659521156217E+0
69.000000000000014E+0	17.598585930265830E-3	15.619913985715606E+0
70.000000000000014E+0	71.810089098770805E-3	18.144505802947009E+0
71.000000000000014E+0	7.596559206490247E-3	16.304613772852605E+0
72.000000000000014E+0	187.784645825512460E-3	13.813976612690325E+0
73.000000000000014E+0	69.138282932532075E-3	12.383562714589800E+0
74.000000000000014E+0	30.260757177892238E-3	9.963512357227271E+0
75.000000000000014E+0	43.303575886402955E-3	7.710740016613693E+0
76.000000000000014E+0	37.238659709316980E-3	7.755517352157799E+0
77.000000000000014E+0	48.532658835473322E-3	9.732548236934587E+0
78.000000000000014E+0	61.106919952526512E-3	12.153351811710136E+0
79.000000000000014E+0	27.736216839935011E-3	10.661611446541713E+0
80.000000000000014E+0	16.059543209327905E-3	10.586532347926925E+0
81.000000000000014E+0	38.200786523552452E-3	8.751366387034638E+0
82.000000000000014E+0	19.068526684692950E-3	8.411140740089358E+0
83.000000000000014E+0	6.985187290175238E-3	10.509704790116615E+0
84.000000000000014E+0	8.190450051130060E-3	11.482324058827956E+0
85.000000000000014E+0	24.898025671082256E-3	10.527626343842368E+0
86.000000000000014E+0	6.558568431026236E-3	8.981127770937572E+0
87.000000000000014E+0	17.238902561950754E-3	12.072103160221314E+0
88.000000000000014E+0	8.306608886352387E-3	13.904005443004285E+0
89.000000000000014E+0	2.946009530553561E-3	14.704847941796032E+0
