Freq (Hz)	Microphone(Pa^2 )	Source(V^2 )
20.000000000000004E+0	4.732695977491245E-9	12.210540160245660E-9
21.000000000000004E+0	2.645668515883647E-9	31.603961252505214E-9
22.000000000000004E+0	6.569187841018731E-9	7.939869723460133E-9
23.000000000000004E+0	11.647335112529919E-9	22.156582343889467E-9
24.000000000000004E+0	5.701128760594973E-9	34.947452368469298E-9
25.000000000000004E+0	3.586284475600741E-9	5.821869024209204E-9
26.000000000000004E+0	1.609046896883602E-9	51.127647346950515E-9
27.000000000000004E+0	2.613382516881747E-9	12.226096245115477E-9
28.000000000000004E+0	4.315197943174280E-9	7.781835758926003E-9
29.000000000000004E+0	14.807644982889601E-9	58.657106097068799E-9
30.000000000000004E+0	10.615891316733954E-9	707.819418776334810E-12
31.000000000000004E+0	1.066448454678831E-9	1.539989965183880E-9
32.000000000000007E+0	1.282477490785832E-9	42.362428405669962E-9
33.000000000000007E+0	774.569491375489430E-12	4.045025548874081E-9
34.000000000000007E+0	646.856762548905690E-12	8.963882887390335E-9
35.000000000000007E+0	765.471987661234930E-12	41.504755564427198E-9
36.000000000000007E+0	647.921420451915850E-12	5.731743009335091E-9
37.000000000000007E+0	669.896633598080170E-12	47.031707952056856E-9
38.000000000000007E+0	459.903089582763320E-12	15.325085806250247E-9
39.000000000000007E+0	215.164433449238020E-12	5.214098166089667E-9
40.000000000000007E+0	556.377992721794620E-12	51.738801242994029E-9
41.000000000000007E+0	1.727713249223220E-9	5.767541989772812E-9
42.000000000000007E+0	4.106395598197562E-9	6.491119350173679E-9
43.000000000000007E+0	4.987770451295917E-9	16.703395027138582E-9
44.000000000000007E+0	2.381808111913724E-9	31.743651909499338E-9
45.000000000000007E+0	1.845614099522535E-9	2.270531028967883E-9
46.000000000000007E+0	1.864877136474936E-9	21.803282039604905E-9
47.000000000000007E+0	3.496641985983420E-9	39.305271803236887E-9
48.000000000000007E+0	3.694287694283695E-9	18.157754601779260E-9
49.000000000000007E+0	11.315307053545591E-9	22.971437688977941E-9
50.000000000000007E+0	25.078428532176522E-9	20.771740167433825E-9
51.000000000000007E+0	48.050229806903074E-9	30.669383040597304E-9
52.000000000000007E+0	7.655230105154406E-9	26.655940662536795E-9
