Freq (Hz)	Microphone/Source_Real	Microphone/Source_Imag
20.000000000000004E+0	218.130137167248740E-3	-4.197062852763867E-3
21.000000000000004E+0	8.677850481516544E-3	60.596074726362269E-3
22.000000000000004E+0	89.412135879665774E-3	104.483217774912510E-3
23.000000000000004E+0	-91.587253726248485E-3	-108.682701247497960E-3
24.000000000000004E+0	-2.732203831512358E-3	110.128137623113950E-3
25.000000000000004E+0	63.267813257262315E-3	259.665753580253230E-3
26.000000000000004E+0	-25.261860450126915E-3	60.355896103535554E-3
27.000000000000004E+0	-181.266498186436530E-3	218.563897537468970E-3
28.000000000000004E+0	21.168440064229400E-3	75.577107668063331E-3
29.000000000000004E+0	56.968100173176731E-3	63.621441574628096E-3
30.000000000000004E+0	130.198635706601900E-3	-349.190708912224090E-3
31.000000000000004E+0	-187.911275759266890E-3	405.211845105532990E-3
32.000000000000007E+0	-75.204168740940408E-3	14.995355154521429E-3
33.000000000000007E+0	59.200511825029264E-3	-159.212234618804820E-3
34.000000000000007E+0	-128.868324603663900E-3	-46.221942592990381E-3
35.000000000000007E+0	68.780771130259946E-3	-52.341977125475926E-3
36.000000000000007E+0	91.416566686779416E-3	260.374569592429610E-3
37.000000000000007E+0	47.962921862388166E-3	68.631398183648301E-3
38.000000000000007E+0	-57.132854373326422E-3	-32.750888994678456E-3
39.000000000000007E+0	-71.338702504930865E-3	43.016029932712738E-3
40.000000000000007E+0	-3.157981664555195E-3	34.804516382439019E-3
41.000000000000007E+0	55.787451612276495E-3	-125.202550755858230E-3
42.000000000000007E+0	-364.292223985442310E-3	9.550439722162485E-3
43.000000000000007E+0	111.681531798082420E-3	193.067405557018760E-3
44.000000000000007E+0	-117.921377985307820E-3	-56.239013231591743E-3
45.000000000000007E+0	-114.105969852917390E-3	196.095934375616010E-3
46.000000000000007E+0	-105.831464566034900E-3	-48.134422328218913E-3
47.000000000000007E+0	137.678763992787110E-3	8.863891392618964E-3
48.000000000000007E+0	24.381153444394593E-3	-74.077236181219280E-3
49.000000000000007E+0	-42.895676524626884E-3	-119.678840682389260E-3
50.000000000000007E+0	241.126933704279900E-3	-429.468027187944800E-3
51.000000000000007E+0	-362.263047548344150E-3	-424.900853840868180E-3
52.000000000000007E+0	181.080351095803420E-3	-44.911403836382147E-3
53.000000000000007E+0	-107.189704496709570E-3	173.418137680373060E-3
54.000000000000007E+0	17.341380035600804E-3	6.081666668925911E-3
55.000000000000007E+0	-35.928615365935425E-3	33.778967398805801E-3
56.000000000000007E+0	-290.161016243131230E-3	-311.266691520099060E-3
57.000000000000007E+0	16.872449105967253E-3	137.394368729081730E-3
58.000000000000007E+0	-20.265325519386795E-3	42.841298167093859E-3
59.000000000000007E+0	-37.241882997328980E-3	452.827807980543620E-3
60.000000000000007E+0	97.717039763088362E-3	-46.108488443797342E-3
61.000000000000007E+0	-152.027071969214940E-3	78.443601994408016E-3
62.000000000000007E+0	66.724471134261082E-3	32.526042634041921E-3
63.000000000000007E+0	-37.113189135248317E-3	-41.824749164567611E-3
64.000000000000014E+0	80.243709571714852E-3	143.254936560874180E-3
65.000000000000014E+0	35.530595351187945E-3	-877.352433911678370E-6
66.000000000000014E+0	-32.799572366833868E-3	-56.337613475502105E-3
67.000000000000014E+0	50.469694145310294E-3	35.732896886280646E-3
68.000000000000014E+0	-21.153254186615341E-3	-18.210091536356016E-3
69.000000000000014E+0	-8.933009001357248E-3	-56.873180046602204E-3
70.000000000000014E+0	-92.419684713153649E-3	109.404547798299900E-3
