Freq (Hz)	GxyMicrophone/Source_Real	GxyMicrophone/Source_Imag
20.000000000000004E+0	2.663486800040585E-9	-51.248404518748589E-12
21.000000000000004E+0	274.254450372883130E-12	1.915075997705864E-9
22.000000000000004E+0	709.920710580861760E-12	829.583137420718780E-12
23.000000000000004E+0	-2.029260528836324E-9	-2.408037219546528E-9
24.000000000000004E+0	-95.483563262726971E-12	3.848697844012006E-9
25.000000000000004E+0	368.336922231908000E-12	1.511740007416816E-9
26.000000000000004E+0	-1.291579492421966E-9	3.085854971290751E-9
27.000000000000004E+0	-2.216181652842424E-9	2.672183247000652E-9
28.000000000000004E+0	164.729323852502540E-12	588.128639007535730E-12
29.000000000000004E+0	3.341583896006472E-9	3.731849648491424E-9
30.000000000000004E+0	92.157122651318784E-12	-247.163964624346770E-12
31.000000000000004E+0	-289.381479014172000E-12	624.022175236165800E-12
32.000000000000007E+0	-3.185831214096011E-9	635.239659151008810E-12
33.000000000000007E+0	239.467582838665560E-12	-644.017556726400160E-12
34.000000000000007E+0	-1.155160569641446E-9	-414.328080231245090E-12
35.000000000000007E+0	2.854729093294250E-9	-2.172440966351718E-9
36.000000000000007E+0	523.976267044363120E-12	1.492400119070041E-9
37.000000000000007E+0	2.255778133559164E-9	3.227851875714673E-9
38.000000000000007E+0	-875.565895627226780E-12	-501.910184074424050E-12
39.000000000000007E+0	-371.966997902176430E-12	224.289802784615770E-12
40.000000000000007E+0	-163.390185671440710E-12	1.800743955469542E-9
41.000000000000007E+0	321.756469676223540E-12	-722.110968711074120E-12
42.000000000000007E+0	-2.364664304229709E-9	61.993044083196802E-12
43.000000000000007E+0	1.865460742859309E-9	3.224881141883655E-9
44.000000000000007E+0	-3.743255175454110E-9	-1.785231659757377E-9
45.000000000000007E+0	-259.081145141522830E-12	445.241903654285770E-12
46.000000000000007E+0	-2.307473270597713E-9	-1.049488385835614E-9
47.000000000000007E+0	5.411501240270200E-9	348.397660421260000E-12
48.000000000000007E+0	442.707001151642350E-12	-1.345076276156623E-9
49.000000000000007E+0	-985.375360412019050E-12	-2.749195031424623E-9
50.000000000000007E+0	5.008626014275345E-9	-8.920798270968395E-9
