Freq (Hz)	Microphone/Source_Mod	Microphone/Source_Phase(rad)
124.000000000000010E+0	764.129710306121430E-6	-20.643591931013933E+0
125.000000000000010E+0	1.336723564542194E-3	-20.530962060619171E+0
126.000000000000010E+0	1.468936091718359E-3	-21.936671250532104E+0
127.000000000000010E+0	1.097361744052848E-3	-22.585947815737761E+0
128.000000000000030E+0	5.245952046179889E-3	-23.248655065484641E+0
129.000000000000030E+0	2.302210450222544E-3	-23.507152852581530E+0
130.000000000000030E+0	1.162834639680081E-3	-22.770268156460283E+0
131.000000000000030E+0	3.859075619732963E-3	-22.198333391369019E+0
132.000000000000030E+0	2.004411498655876E-3	-22.379256108498151E+0
133.000000000000030E+0	2.449882151252236E-3	-21.884952295709031E+0
134.000000000000030E+0	3.762407062570593E-3	-21.586929777338227E+0
135.000000000000030E+0	996.133190125840380E-6	-22.089570121874804E+0
136.000000000000030E+0	2.021089140637377E-3	-21.579867343386955E+0
137.000000000000030E+0	3.210625715324807E-3	-19.154603326863882E+0
138.000000000000030E+0	2.005161050207742E-3	-18.198337803106607E+0
139.000000000000030E+0	1.193469361422683E-3	-16.199401260185784E+0
140.000000000000030E+0	1.579676195022961E-3	-15.651171989814573E+0
141.000000000000030E+0	2.530323665048842E-3	-14.749253955643544E+0
142.000000000000030E+0	1.327765891570284E-3	-15.062559289085453E+0
143.000000000000030E+0	297.634925825506720E-6	-15.817244879102692E+0
144.000000000000030E+0	741.940465061291950E-6	-17.070132623203069E+0
145.000000000000030E+0	1.658999673550540E-3	-15.923782778969166E+0
146.000000000000030E+0	3.053830404888600E-3	-14.589060661224353E+0
147.000000000000030E+0	1.443871767100085E-3	-17.013963967549991E+0
148.000000000000030E+0	1.004058268572070E-3	-17.391060760280929E+0
149.000000000000030E+0	700.949886980397740E-6	-16.264637465012349E+0
150.000000000000030E+0	828.613739456018080E-6	-16.286592490143938E+0
151.000000000000030E+0	624.709094879851140E-6	-16.508629375753621E+0
152.000000000000030E+0	731.259317041599840E-6	-19.211152086824949E+0
153.000000000000030E+0	3.443841961958491E-3	-17.776177552204405E+0
154.000000000000030E+0	1.851636817699912E-3	-18.150645912301204E+0
155.000000000000030E+0	1.246631257308508E-3	-16.950294163830765E+0
156.000000000000030E+0	1.697141657928803E-3	-16.638244724982918E+0
157.000000000000030E+0	1.054357137929633E-3	-15.881982528809090E+0
158.000000000000030E+0	453.062751819917690E-6	-15.118215573388309E+0
159.000000000000030E+0	790.991095969699310E-6	-17.246685549957967E+0
160.000000000000030E+0	789.501698102503830E-6	-17.065961208374190E+0
161.000000000000030E+0	583.366196033862630E-6	-15.441620365013181E+0
162.000000000000030E+0	1.688441268840339E-3	-13.992325327449908E+0
163.000000000000030E+0	8.004365180913726E-3	-14.227418233119074E+0
164.000000000000030E+0	6.389007780222745E-3	-15.175527905106390E+0
165.000000000000030E+0	1.572990584277932E-3	-17.939214322768041E+0
166.000000000000030E+0	526.911919931682720E-6	-18.334191066991650E+0
167.000000000000030E+0	209.411348599413470E-6	-17.727493281370897E+0
168.000000000000030E+0	158.791971207421730E-6	-18.098535530877996E+0
169.000000000000030E+0	252.545955379200250E-6	-19.271946439940290E+0
170.000000000000030E+0	614.702170781647030E-6	-19.195873692942882E+0
171.000000000000030E+0	816.550605921670130E-6	-19.010696445908209E+0
172.000000000000030E+0	938.665648037069850E-6	-17.372570642716209E+0
173.000000000000030E+0	628.350849604915030E-6	-17.055042074569009E+0
174.000000000000030E+0	563.416684045715430E-6	-16.192646121672848E+0
175.000000000000030E+0	1.153474757611760E-3	-16.029863054908937E+0
176.000000000000030E+0	1.015299474572020E-3	-16.285947842610256E+0
177.000000000000030E+0	2.193465598008749E-3	-19.059396268945271E+0
178.000000000000030E+0	983.421848031856060E-6	-17.562377245016144E+0
179.000000000000030E+0	1.713671186813043E-3	-17.381973167063315E+0
180.000000000000030E+0	1.991858491678606E-3	-16.652023505477331E+0
181.000000000000030E+0	606.780958541694060E-6	-17.702644095553158E+0
182.000000000000030E+0	711.687033072498530E-6	-18.359697663342523E+0
183.000000000000030E+0	967.884898962578550E-6	-17.476077516335646E+0
184.000000000000030E+0	481.225845202173770E-6	-17.638673757422314E+0
185.000000000000030E+0	1.021307974287466E-3	-18.378974920516416E+0
186.000000000000030E+0	1.347447766517634E-3	-18.445741804348632E+0
187.000000000000030E+0	1.167694242660440E-3	-17.896574938952455E+0
188.000000000000030E+0	1.398538750679023E-3	-20.272703831815217E+0
189.000000000000030E+0	1.937474074116275E-3	-17.389829012640860E+0
190.000000000000030E+0	461.683321766211230E-6	-17.071411976951801E+0
191.000000000000030E+0	474.152166244123210E-6	-17.397472619436414E+0
192.000000000000030E+0	742.813163197000770E-6	-17.648449357743349E+0
193.000000000000030E+0	1.110213334984641E-3	-18.250956439753139E+0
194.000000000000030E+0	834.462975288754500E-6	-18.214178153182409E+0
195.000000000000030E+0	533.790176320338890E-6	-17.831994714936251E+0
196.000000000000030E+0	650.007234675403000E-6	-17.589299873003629E+0
197.000000000000030E+0	691.777706313485210E-6	-18.443552236254249E+0
198.000000000000030E+0	359.713414427179320E-6	-17.502185312556037E+0
199.000000000000030E+0	407.581786269176250E-6	-18.832739539744466E+0
200.000000000000030E+0	1.195976566795540E-3	-18.803835860276038E+0
201.000000000000030E+0	499.637749801844350E-6	-16.667578992515306E+0
202.000000000000030E+0	556.299516814920950E-6	-17.470942358916268E+0
203.000000000000030E+0	298.378363539124820E-6	-17.837602826763934E+0
204.000000000000030E+0	887.689680073005820E-6	-20.909373326896521E+0
205.000000000000030E+0	735.917114780450000E-6	-18.955114326673684E+0
206.000000000000030E+0	85.121405869676884E-6	-21.189131472163570E+0
207.000000000000030E+0	1.805006845869350E-3	-22.744046922290646E+0
208.000000000000030E+0	1.961825649232147E-3	-21.416301721446839E+0
209.000000000000030E+0	612.689097581594630E-6	-18.705969367662206E+0
210.000000000000030E+0	668.789864740008040E-6	-17.902159918182633E+0
211.000000000000030E+0	890.358648357490370E-6	-17.895563777558511E+0
212.000000000000030E+0	547.391195437372710E-6	-17.858784625711269E+0
213.000000000000030E+0	828.297311781490570E-6	-17.866170590651389E+0
214.000000000000030E+0	879.411007966610310E-6	-17.798027178984789E+0
215.000000000000030E+0	537.628228826916680E-6	-18.700803062586335E+0
216.000000000000030E+0	2.426648036942872E-3	-21.810901958565157E+0
217.000000000000030E+0	719.116003416484980E-6	-24.825318310521627E+0
218.000000000000030E+0	979.896508888617080E-6	-24.651926910171014E+0
219.000000000000030E+0	2.746731866530775E-3	-25.306569242286688E+0
220.000000000000030E+0	746.882323175942210E-6	-24.529171977695917E+0
221.000000000000030E+0	593.723840429970290E-6	-24.313727860144997E+0
222.000000000000030E+0	917.231392281975800E-6	-24.535514418758670E+0
223.000000000000030E+0	1.051932926644612E-3	-24.198720423893231E+0
224.000000000000030E+0	1.129039962056092E-3	-24.243815859340479E+0
225.000000000000030E+0	796.402114480640770E-6	-24.707461659150226E+0
226.000000000000030E+0	1.729834671675753E-3	-23.567313182931823E+0
227.000000000000030E+0	2.893415859754589E-3	-22.298788474769381E+0
228.000000000000030E+0	1.019624042125311E-3	-24.952532556149801E+0
229.000000000000030E+0	1.016878994056317E-3	-25.080138835579916E+0
230.000000000000030E+0	482.016470226545080E-6	-25.407578962378054E+0
231.000000000000030E+0	620.945554325490370E-6	-24.740757912829597E+0
232.000000000000030E+0	457.046627943074560E-6	-24.002984761453291E+0
233.000000000000030E+0	325.584021362404810E-6	-25.574236135876038E+0
234.000000000000030E+0	481.723779023786430E-6	-24.376685002638752E+0
235.000000000000030E+0	815.778726103969340E-6	-24.567287547295997E+0
236.000000000000030E+0	884.022345473533180E-6	-24.240486117732246E+0
237.000000000000030E+0	663.604940879241200E-6	-23.848024829917744E+0
238.000000000000030E+0	718.296588476188130E-6	-23.411523746014449E+0
239.000000000000030E+0	1.003886083546561E-3	-24.016942487597568E+0
240.000000000000030E+0	1.077429512370716E-3	-23.895010574598324E+0
241.000000000000030E+0	382.811878602674980E-6	-25.953753125816362E+0
242.000000000000030E+0	1.259186428239906E-3	-24.794249932026098E+0
243.000000000000030E+0	1.087679849530417E-3	-24.446915186042609E+0
244.000000000000030E+0	1.545371862361330E-3	-24.453093879572144E+0
245.000000000000030E+0	1.261982383792045E-3	-24.390527466729814E+0
246.000000000000030E+0	1.157709509673889E-3	-25.097596924783140E+0
247.000000000000030E+0	1.604382976545429E-3	-24.571998311515344E+0
248.000000000000030E+0	1.812735397857238E-3	-24.703145990157356E+0
249.000000000000030E+0	1.625128036710119E-3	-24.691760348016782E+0
250.000000000000030E+0	1.793509941437639E-3	-24.588416428747085E+0
251.000000000000030E+0	1.181207368623552E-3	-24.767374484699950E+0
252.000000000000030E+0	1.903625650301111E-3	-24.978294143915392E+0
253.000000000000030E+0	2.763191281119170E-3	-25.246944101276668E+0
254.000000000000030E+0	1.818885114434637E-3	-24.927471884412146E+0
255.000000000000030E+0	1.761656852855264E-3	-25.309375402387289E+0
256.000000000000060E+0	1.960760061507606E-3	-25.179760747649041E+0
257.000000000000060E+0	1.270738173175178E-3	-25.722637132392531E+0
258.000000000000060E+0	1.318212498050280E-3	-25.281969418488575E+0
259.000000000000060E+0	2.334611669845368E-3	-25.163352846495592E+0
260.000000000000060E+0	2.276144073652984E-3	-26.666731236284122E+0
261.000000000000060E+0	7.094447301937327E-3	-25.223638703512982E+0
262.000000000000060E+0	1.411459731008041E-3	-25.984650495105786E+0
263.000000000000060E+0	1.729486702425994E-3	-25.317366122296015E+0
264.000000000000060E+0	1.558517747399831E-3	-26.805990979323234E+0
265.000000000000060E+0	3.719954928892369E-3	-25.115320933172182E+0
266.000000000000060E+0	1.577132122598975E-3	-25.210335771325902E+0
267.000000000000060E+0	3.256524196265296E-3	-26.569259961128960E+0
268.000000000000060E+0	2.587440022117922E-3	-25.168476153052676E+0
269.000000000000060E+0	2.459199663931379E-3	-23.972858794495036E+0
270.000000000000060E+0	3.066863469272679E-3	-25.041671526141467E+0
271.000000000000060E+0	3.314263258028642E-3	-25.537652093586729E+0
272.000000000000060E+0	2.044953836985454E-3	-25.534247796475618E+0
273.000000000000060E+0	3.306154106224588E-3	-24.560154349531253E+0
274.000000000000060E+0	1.527536661258841E-3	-24.590922787634998E+0
275.000000000000060E+0	537.978604417058440E-6	-25.789625242738989E+0
276.000000000000060E+0	1.698748073700992E-3	-25.402283644563937E+0
277.000000000000060E+0	2.064976125598354E-3	-25.859860386145414E+0
278.000000000000060E+0	2.951254322766195E-3	-25.527627128524781E+0
279.000000000000060E+0	2.464347785206108E-3	-25.258094052722200E+0
280.000000000000060E+0	2.699724892677443E-3	-25.367576915657153E+0
281.000000000000060E+0	2.261705856286366E-3	-25.759891706316733E+0
282.000000000000060E+0	1.969474321020208E-3	-25.799338870381142E+0
283.000000000000060E+0	1.381679439863737E-3	-25.397149220108759E+0
284.000000000000060E+0	2.458249831296582E-3	-25.839083326477841E+0
285.000000000000060E+0	1.359116876758188E-3	-24.522522363504450E+0
286.000000000000060E+0	906.286625657666810E-6	-26.879195702736812E+0
287.000000000000060E+0	2.053060370894837E-3	-26.447430592444245E+0
288.000000000000060E+0	2.258580436618050E-3	-25.717414897357351E+0
289.000000000000060E+0	2.025160492936276E-3	-26.475375526468671E+0
290.000000000000060E+0	15.292977977578583E-3	-27.064904629174322E+0
291.000000000000060E+0	5.121414544333851E-3	-24.220793086397173E+0
292.000000000000060E+0	2.613293880241266E-3	-26.232698612018879E+0
293.000000000000060E+0	2.020418744270757E-3	-25.686890274086121E+0
294.000000000000060E+0	1.042182577924558E-3	-26.508308190035368E+0
295.000000000000060E+0	967.160290780095100E-6	-26.719794632008124E+0
296.000000000000060E+0	1.694232443461282E-3	-26.329251318891590E+0
297.000000000000060E+0	1.294256596768894E-3	-24.529057197292069E+0
298.000000000000060E+0	339.396300779947660E-6	-26.520400076015996E+0
299.000000000000060E+0	4.385930384826871E-3	-26.464414565754765E+0
300.000000000000060E+0	1.501761207470692E-3	-26.547205718156025E+0
301.000000000000060E+0	2.436467514781064E-3	-26.428799345029347E+0
302.000000000000060E+0	1.864062907562160E-3	-26.244573024145737E+0
303.000000000000060E+0	5.054833082478185E-3	-24.037268484249928E+0
304.000000000000060E+0	1.680540879533193E-3	-23.249615622521052E+0
305.000000000000060E+0	5.025752961104808E-3	-23.109378343178101E+0
306.000000000000060E+0	3.872591253634357E-3	-20.227130766888528E+0
307.000000000000060E+0	10.611825657355457E-3	-17.925755781040642E+0
308.000000000000060E+0	2.292683601733100E-3	-20.680615892661400E+0
309.000000000000060E+0	2.034552409519732E-3	-20.136871730167794E+0
310.000000000000060E+0	2.562593995792268E-3	-20.184101105903416E+0
311.000000000000060E+0	2.254435138601736E-3	-19.795813281511545E+0
312.000000000000060E+0	1.205808376362362E-3	-19.032792443547482E+0
313.000000000000060E+0	2.876242847862607E-3	-19.465336063007328E+0
314.000000000000060E+0	1.522704106195507E-3	-20.614439164599354E+0
315.000000000000060E+0	671.974163641091550E-6	-19.436464808151662E+0
316.000000000000060E+0	1.071923948793415E-3	-21.239778443623134E+0
317.000000000000060E+0	519.049348812589110E-6	-20.925874781431300E+0
318.000000000000060E+0	1.216948822722482E-3	-19.740167063870206E+0
319.000000000000060E+0	47.468966892195947E-6	-20.702098528782262E+0
320.000000000000060E+0	2.476663062586633E-3	-20.865386045024962E+0
321.000000000000060E+0	4.195839186813109E-3	-20.210437074471709E+0
322.000000000000060E+0	5.918299032620825E-3	-20.611410681221646E+0
323.000000000000060E+0	1.442111025168542E-3	-20.132490890750404E+0
324.000000000000060E+0	7.525143719847680E-3	-20.702634734089145E+0
325.000000000000060E+0	4.198335922371977E-3	-20.194256228301988E+0
326.000000000000060E+0	1.843868293327681E-3	-19.939569292672736E+0
327.000000000000060E+0	1.389822909646121E-3	-20.406253956506159E+0
328.000000000000060E+0	3.177438145483918E-3	-20.236668982227357E+0
329.000000000000060E+0	1.348380232417928E-3	-20.798281968310636E+0
330.000000000000060E+0	1.897042312415799E-3	-22.411557856754396E+0
331.000000000000060E+0	3.918884929418346E-3	-20.034041607218285E+0
332.000000000000060E+0	1.516357830135950E-3	-18.636056897406689E+0
333.000000000000060E+0	635.108826497400470E-6	-20.329211331048853E+0
334.000000000000060E+0	2.812606902637485E-3	-19.086417044519983E+0
335.000000000000060E+0	13.177674994867283E-3	-20.859404415991804E+0
336.000000000000060E+0	4.369762856479984E-3	-20.753936182179466E+0
337.000000000000060E+0	4.202131368374207E-3	-21.179806038765289E+0
338.000000000000060E+0	3.577249658009328E-3	-20.472576160542513E+0
339.000000000000060E+0	4.094871666676786E-3	-19.851025764879413E+0
340.000000000000060E+0	8.467981508503461E-3	-21.044270984261225E+0
341.000000000000060E+0	906.059925559782430E-6	-20.514776880924082E+0
342.000000000000060E+0	1.199069945197650E-3	-20.320198634440448E+0
343.000000000000060E+0	2.549060909007528E-3	-20.824510896561257E+0
344.000000000000060E+0	2.949006066043792E-3	-21.030676431057689E+0
345.000000000000060E+0	2.237570438845328E-3	-20.184365118532053E+0
346.000000000000060E+0	2.403983815599194E-3	-19.769344368199071E+0
347.000000000000060E+0	6.679754950327174E-3	-20.658018927655441E+0
348.000000000000060E+0	3.639968859814389E-3	-21.518312795350980E+0
349.000000000000060E+0	2.984785040374126E-3	-21.435528682026383E+0
350.000000000000060E+0	4.764745452362966E-3	-21.360535441140680E+0
351.000000000000060E+0	1.925889776400320E-3	-20.645571048140550E+0
352.000000000000060E+0	5.005912769647754E-3	-20.612510315232626E+0
353.000000000000060E+0	7.836777727297397E-3	-21.157862649188900E+0
354.000000000000060E+0	3.912374568176563E-3	-21.426511210319905E+0
355.000000000000060E+0	2.214192937480593E-3	-21.652029230198615E+0
356.000000000000060E+0	1.875776439176673E-3	-20.081777720153358E+0
357.000000000000060E+0	3.259835366668894E-3	-22.385307928254601E+0
358.000000000000060E+0	5.993399146318224E-3	-20.257906824633952E+0
359.000000000000060E+0	4.104355729923830E-3	-21.465969656001636E+0
360.000000000000060E+0	4.549214577509264E-3	-21.601337415991448E+0
361.000000000000060E+0	4.144634732353798E-3	-21.236609744013570E+0
362.000000000000060E+0	2.754292423310258E-3	-21.620440602844535E+0
363.000000000000060E+0	3.056675123099008E-3	-20.860878712129544E+0
364.000000000000060E+0	5.463302703009582E-3	-21.151007674136817E+0
365.000000000000060E+0	2.697068722090975E-3	-21.679736331626568E+0
366.000000000000060E+0	3.725246154183167E-3	-21.512131770102712E+0
367.000000000000060E+0	4.737390306446526E-3	-21.343282515242958E+0
368.000000000000060E+0	3.487728561944713E-3	-21.409874931187780E+0
369.000000000000060E+0	3.694272831109866E-3	-22.018259335846214E+0
370.000000000000060E+0	4.860467034852081E-3	-22.026680054366842E+0
371.000000000000060E+0	6.402607214008688E-3	-22.071028158718644E+0
372.000000000000060E+0	3.362615125607465E-3	-22.496826703331127E+0
373.000000000000060E+0	1.989249103881487E-3	-23.212615671553571E+0
374.000000000000060E+0	5.131010498098876E-3	-22.531931095729732E+0
375.000000000000060E+0	7.938620888860945E-3	-22.921905992454747E+0
376.000000000000060E+0	5.524911242731456E-3	-22.536457916213532E+0
377.000000000000060E+0	2.506601868683629E-3	-22.447468119477623E+0
378.000000000000060E+0	1.185117088129130E-3	-22.366590064813920E+0
379.000000000000060E+0	904.044145333106990E-6	-23.722621345759084E+0
380.000000000000060E+0	4.206452760949175E-3	-21.785553527623481E+0
381.000000000000060E+0	7.507640453024420E-3	-21.814751424531440E+0
382.000000000000060E+0	2.267271747199806E-3	-24.324558755283235E+0
383.000000000000060E+0	2.117304005897907E-3	-21.295537582222067E+0
384.000000000000060E+0	3.083065854393351E-3	-21.472770676020151E+0
385.000000000000060E+0	1.786156367011919E-3	-21.568800764891051E+0
386.000000000000060E+0	1.640830813656289E-3	-20.805664302390671E+0
387.000000000000060E+0	1.401347377849639E-3	-23.798073443020883E+0
388.000000000000060E+0	1.209376813320208E-3	-21.766425514840495E+0
389.000000000000060E+0	1.043889049832875E-3	-22.484526402702492E+0
390.000000000000060E+0	3.411958522617829E-3	-22.481954825214071E+0
391.000000000000060E+0	2.320875170699496E-3	-25.282649588894305E+0
392.000000000000060E+0	5.012740545129431E-3	-22.833452079169689E+0
393.000000000000060E+0	3.169057538019934E-3	-22.287243906331632E+0
394.000000000000060E+0	2.606154080074782E-3	-21.134528102991929E+0
395.000000000000060E+0	2.659638728214530E-3	-22.044883419516651E+0
396.000000000000060E+0	2.112455133805125E-3	-21.476576324957339E+0
397.000000000000060E+0	1.942492912189768E-3	-21.054252965021178E+0
398.000000000000060E+0	4.113916916261244E-3	-22.845771949882344E+0
399.000000000000060E+0	4.836489561286007E-3	-21.261140919813801E+0
400.000000000000060E+0	2.714723692711049E-3	-20.625346927138597E+0
401.000000000000060E+0	519.527798289148420E-6	-23.264723362904885E+0
402.000000000000060E+0	1.734429235207368E-3	-25.331116317961079E+0
403.000000000000060E+0	4.408952678177197E-3	-22.587493722639891E+0
404.000000000000060E+0	1.826836245752338E-3	-22.103918280505006E+0
405.000000000000060E+0	3.220897975691210E-3	-22.858168582267098E+0
406.000000000000060E+0	1.526213720115514E-3	-22.012536877943418E+0
407.000000000000060E+0	1.158085914561042E-3	-22.482604474107831E+0
408.000000000000060E+0	3.228735865350453E-3	-24.126477664231384E+0
409.000000000000060E+0	4.712558971418978E-3	-23.007679571939803E+0
410.000000000000060E+0	4.467861577247694E-3	-22.564024314068924E+0
411.000000000000060E+0	4.054686719788187E-3	-21.322810768796785E+0
412.000000000000060E+0	1.235007820796777E-3	-22.179221477139443E+0
413.000000000000060E+0	2.645006856867001E-3	-22.351416919000712E+0
414.000000000000060E+0	1.715625524392145E-3	-21.003445791649931E+0
415.000000000000060E+0	705.429485852459210E-6	-21.354275209975469E+0
416.000000000000060E+0	898.660844205482450E-6	-23.342763639090744E+0
417.000000000000060E+0	1.974533108541677E-3	-22.178169770915879E+0
418.000000000000060E+0	781.284304404364490E-6	-22.081701603725939E+0
419.000000000000060E+0	1.486478315723668E-3	-22.426911124397165E+0
420.000000000000060E+0	1.146440113478957E-3	-22.423580689106018E+0
421.000000000000060E+0	2.503245664997377E-3	-22.745544706540713E+0
422.000000000000060E+0	2.703266882864580E-3	-21.455130083283180E+0
423.000000000000060E+0	1.394331867781104E-3	-21.954575756209380E+0
424.000000000000060E+0	2.676103592527703E-3	-22.444358150387654E+0
425.000000000000060E+0	2.036946831159965E-3	-22.232554935463039E+0
426.000000000000060E+0	995.076260904076030E-6	-21.971853064056795E+0
427.000000000000060E+0	2.503592212998191E-3	-22.924553436098961E+0
428.000000000000060E+0	3.820337314965435E-3	-23.339287187337291E+0
429.000000000000060E+0	4.187823217390116E-3	-22.639641818070860E+0
