Freq (Hz)	GxyMicrophone/Source_Real	GxyMicrophone/Source_Imag
20.000000000000004E+0	-1.821095082141675E-9	-1.741834372602479E-9
21.000000000000004E+0	-1.897925965091333E-9	-1.295070779054656E-9
22.000000000000004E+0	-3.155826440075497E-9	294.670987382480100E-12
23.000000000000004E+0	1.359744075281487E-9	-3.646690859361546E-9
24.000000000000004E+0	2.120463344812602E-9	-1.218355760711899E-9
25.000000000000004E+0	-197.458219245789730E-12	-940.072050052436910E-12
26.000000000000004E+0	3.937447188126939E-9	-71.312740169296227E-12
27.000000000000004E+0	-3.925821649640688E-9	406.538891374709030E-12
28.000000000000004E+0	-14.936598255179073E-12	-554.717291867377860E-12
29.000000000000004E+0	-7.562158306719823E-9	12.494543289647297E-9
30.000000000000004E+0	-1.676661978738523E-9	315.997982993801810E-12
31.000000000000004E+0	-60.727866837159411E-12	333.355072158855150E-12
32.000000000000007E+0	-4.471525232854023E-9	-4.392648871771500E-9
33.000000000000007E+0	-180.965640360134080E-12	510.527140518186230E-12
34.000000000000007E+0	165.584779405297750E-12	-82.696184405789014E-12
35.000000000000007E+0	149.039889700106760E-12	1.092667617037579E-9
36.000000000000007E+0	-201.275708850802540E-12	-585.304273680901020E-12
37.000000000000007E+0	1.151598186502023E-9	-3.146369636404361E-9
38.000000000000007E+0	480.992547460452630E-12	1.506201357396745E-9
39.000000000000007E+0	-18.191145416386295E-12	71.774473325406434E-12
40.000000000000007E+0	1.885234198026918E-9	-1.101017897400335E-9
41.000000000000007E+0	424.209687995335990E-12	1.104107765192002E-9
42.000000000000007E+0	345.748340560756820E-12	-2.228686993275197E-9
43.000000000000007E+0	-2.112823509475916E-9	2.509472977682236E-9
44.000000000000007E+0	-314.946042318932420E-12	-2.754500220750516E-9
45.000000000000007E+0	142.810850175067300E-12	-418.366759827125990E-12
46.000000000000007E+0	-35.289544808333616E-12	1.763844515355265E-9
47.000000000000007E+0	-618.817326603637590E-12	-2.304968248440638E-9
48.000000000000007E+0	464.893497232556170E-12	-3.218451525832023E-9
