Freq (Hz)	Microphone/Source_Mod	Microphone/Source_Phase(rad)
20.000000000000004E+0	209.284219052435660E-3	10.187933854278224E+0
21.000000000000004E+0	72.463376715521346E-3	10.023567359337765E+0
22.000000000000004E+0	445.518224633223270E-3	9.331674278177147E+0
23.000000000000004E+0	166.222115142075740E-3	11.352476845075197E+0
24.000000000000004E+0	76.492395683013609E-3	12.044859147994964E+0
25.000000000000004E+0	200.077338396566190E-3	10.788538194154988E+0
26.000000000000004E+0	85.827871910587550E-3	12.548261179265326E+0
27.000000000000004E+0	364.629984622392490E-3	15.604775957980916E+0
28.000000000000004E+0	76.340106330231527E-3	17.251839593901963E+0
29.000000000000004E+0	218.875559389616780E-3	14.681428188273939E+0
30.000000000000004E+0	1.767459009183385E+0	15.521679866225114E+0
31.000000000000004E+0	221.492092017759270E-3	14.317362644516892E+0
32.000000000000007E+0	123.044757646500000E-3	16.484463334531945E+0
33.000000000000007E+0	212.708140953961180E-3	14.477816787260313E+0
34.000000000000007E+0	25.046753665264276E-3	12.103187915979772E+0
35.000000000000007E+0	29.320433160836733E-3	14.001603503523416E+0
36.000000000000007E+0	94.189178115654748E-3	16.947545312350076E+0
37.000000000000007E+0	72.797296937561012E-3	17.629624142430956E+0
38.000000000000007E+0	93.717050172840016E-3	20.111246783131449E+0
39.000000000000007E+0	18.467394057517482E-3	20.668574083481761E+0
40.000000000000007E+0	40.963121806435007E-3	18.320967941484042E+0
41.000000000000007E+0	195.217256098969200E-3	20.053531256764831E+0
42.000000000000007E+0	274.896311259746670E-3	17.432668155965299E+0
43.000000000000007E+0	205.926483482887360E-3	14.836962603448264E+0
44.000000000000007E+0	80.411304367131273E-3	17.164915260991556E+0
45.000000000000007E+0	311.364876633418660E-3	17.607710618844461E+0
46.000000000000007E+0	69.169984413106705E-3	20.440356753823075E+0
47.000000000000007E+0	62.485135112685150E-3	23.299658645268348E+0
48.000000000000007E+0	184.069307061476420E-3	23.705399007997741E+0
49.000000000000007E+0	187.990700104575860E-3	26.381832977133023E+0
50.000000000000007E+0	115.339267778968300E-3	23.540026296966086E+0
51.000000000000007E+0	100.674180413951710E-3	22.942225232419879E+0
52.000000000000007E+0	290.841903717328650E-3	21.032571062211833E+0
53.000000000000007E+0	477.011664805777170E-3	18.778263592980934E+0
54.000000000000007E+0	185.873853356054500E-3	17.025905714009909E+0
55.000000000000007E+0	121.036727925768420E-3	14.794760864078578E+0
56.000000000000007E+0	540.363160143325750E-3	16.905752339092967E+0
57.000000000000007E+0	199.643396661479340E-3	13.917994341350846E+0
58.000000000000007E+0	141.185793457813870E-3	17.004459073389508E+0
59.000000000000007E+0	517.515066772244460E-3	18.171696465665836E+0
60.000000000000007E+0	38.705888656249625E-3	18.799849021481233E+0
61.000000000000007E+0	60.459501749851458E-3	17.608148934567268E+0
62.000000000000007E+0	127.268353117344970E-3	15.277351653561768E+0
63.000000000000007E+0	94.067175825204352E-3	12.555537184401331E+0
64.000000000000014E+0	110.115883073166210E-3	14.577929205178602E+0
65.000000000000014E+0	32.978508677028923E-3	11.638238758494387E+0
66.000000000000014E+0	76.373275488097206E-3	8.938502489733814E+0
67.000000000000014E+0	61.689205816121181E-3	11.758389167859367E+0
68.000000000000014E+0	39.177685159952173E-3	8.916151762090196E+0
69.000000000000014E+0	68.212728582834226E-3	9.981372525659321E+0
70.000000000000014E+0	95.602424718365497E-3	7.637202499759153E+0
71.000000000000014E+0	8.670009891146288E-3	5.640019736555272E+0
72.000000000000014E+0	114.210538118325790E-3	4.634303511725975E+0
73.000000000000014E+0	35.966577793648938E-3	3.861112175300969E+0
74.000000000000014E+0	16.068866671797664E-3	3.052540118757770E+0
75.000000000000014E+0	29.623290766070690E-3	6.103399762670177E+0
76.000000000000014E+0	29.433101414131382E-3	7.707761284780738E+0
77.000000000000014E+0	55.696656842222733E-3	9.644745277787848E+0
78.000000000000014E+0	20.253857939105009E-3	11.374291317082204E+0
79.000000000000014E+0	3.214521582527382E-3	14.354025307389769E+0
80.000000000000014E+0	17.264775771354206E-3	14.676255957825498E+0
81.000000000000014E+0	44.486071571086382E-3	12.939394147797422E+0
82.000000000000014E+0	27.023721660363795E-3	12.587281104921168E+0
83.000000000000014E+0	12.387609555116566E-3	14.161571673371267E+0
84.000000000000014E+0	19.198943068750796E-3	15.214261102765342E+0
85.000000000000014E+0	68.826310711414151E-3	16.843598384728939E+0
86.000000000000014E+0	25.092746187532988E-3	14.748796633976399E+0
87.000000000000014E+0	39.977142900541975E-3	15.877256988677097E+0
88.000000000000014E+0	1.666065127979260E-3	13.927605657570936E+0
89.000000000000014E+0	22.561605542210338E-3	11.310842529085962E+0
90.000000000000014E+0	17.901217673081411E-3	11.904053071220801E+0
91.000000000000014E+0	10.554181055840174E-3	11.568562037223217E+0
92.000000000000014E+0	17.561256494038609E-3	12.724866465958421E+0
93.000000000000014E+0	2.345682768840661E-3	13.577183177123352E+0
94.000000000000014E+0	18.642637801057699E-3	12.310237779631514E+0
95.000000000000014E+0	21.370267698033227E-3	12.210666939651235E+0
96.000000000000014E+0	21.670216473160850E-3	11.531623873961571E+0
97.000000000000014E+0	18.409152556453697E-3	12.371199098255087E+0
98.000000000000014E+0	10.009253401322740E-3	13.107069139272921E+0
99.000000000000014E+0	11.459294282754351E-3	11.454598110797930E+0
100.000000000000010E+0	11.196133135695502E-3	13.899001782061562E+0
101.000000000000010E+0	9.363355093850669E-3	13.567293292585855E+0
102.000000000000010E+0	10.816833750228540E-3	15.046656962359132E+0
103.000000000000010E+0	4.267030333415830E-3	17.104742693571509E+0
104.000000000000010E+0	1.382658829703951E-3	14.212211897664549E+0
105.000000000000010E+0	7.540145076087989E-3	16.805571883756429E+0
106.000000000000010E+0	9.561191967004997E-3	17.253597480962160E+0
