Freq (Hz)	Microphone/Source_Real	Microphone/Source_Imag
20.000000000000004E+0	-177.579350584769730E-3	121.171593128177620E-3
21.000000000000004E+0	-121.303795962856060E-3	28.719079935768443E-3
22.000000000000004E+0	-222.241457216305120E-3	299.224541340320950E-3
23.000000000000004E+0	79.540752321843530E-3	-78.627658516225399E-3
24.000000000000004E+0	-4.575810433797943E-3	79.486441371933350E-3
25.000000000000004E+0	118.371965164920560E-3	264.809231137014210E-3
26.000000000000004E+0	-87.297464626734281E-3	81.300596449383783E-3
27.000000000000004E+0	-138.866731095701130E-3	-53.936987562350380E-3
28.000000000000004E+0	-10.262232951582654E-3	-196.359968220683470E-3
29.000000000000004E+0	38.133969069648277E-3	177.494723978642830E-3
30.000000000000004E+0	-406.125643803364520E-3	209.478309902128900E-3
31.000000000000004E+0	-368.997761374779800E-3	-260.706977741954230E-3
32.000000000000007E+0	39.785502512166386E-3	-6.255770041439439E-3
33.000000000000007E+0	-282.580676525097830E-3	-19.278154964164986E-3
34.000000000000007E+0	64.997865386663883E-3	174.809979686170400E-3
35.000000000000007E+0	-8.236403273888155E-3	-17.841699976715728E-3
36.000000000000007E+0	-117.055180363840330E-3	235.224048883134970E-3
37.000000000000007E+0	-47.914155414864205E-3	113.979742793123730E-3
38.000000000000007E+0	-84.233786103947023E-3	-12.616603849101024E-3
39.000000000000007E+0	129.106085056953450E-3	-194.827551009837560E-3
40.000000000000007E+0	-44.334817995247244E-3	-43.367977002607264E-3
41.000000000000007E+0	-13.485413737435814E-3	-128.523331550618460E-3
42.000000000000007E+0	-76.647826673297600E-3	274.340613342229700E-3
43.000000000000007E+0	180.821054300027290E-3	-75.788718705728675E-3
44.000000000000007E+0	-106.755441361264520E-3	53.319113523278554E-3
45.000000000000007E+0	-311.829209948019600E-3	392.051197938337650E-3
46.000000000000007E+0	7.236775869119963E-3	-24.947656017588141E-3
47.000000000000007E+0	-25.209287105208190E-3	-62.902054718436837E-3
48.000000000000007E+0	-158.769206342488200E-3	-6.606263913021317E-3
49.000000000000007E+0	-36.238986181927647E-3	-78.909976237750326E-3
50.000000000000007E+0	145.287453620103840E-3	-113.900462474000430E-3
51.000000000000007E+0	-160.702828575295080E-3	13.683681790390850E-3
52.000000000000007E+0	-39.013629116232705E-3	-170.625784288616860E-3
53.000000000000007E+0	-57.282437291048489E-3	194.295402168926070E-3
54.000000000000007E+0	-50.010875290950878E-3	9.215398845279957E-3
55.000000000000007E+0	64.305396455879543E-3	-9.507382662767509E-3
56.000000000000007E+0	-840.678836884496960E-3	686.947787467546480E-3
57.000000000000007E+0	496.565553660953780E-3	203.797408806967640E-3
58.000000000000007E+0	-48.523363334648004E-3	-72.138841538061396E-3
59.000000000000007E+0	1.132171829846506E+0	948.880193947719160E-3
60.000000000000007E+0	98.612267120631217E-3	102.060435598322800E-3
61.000000000000007E+0	-183.873526358104360E-3	-41.246084374791020E-3
62.000000000000007E+0	57.785546783476797E-3	73.114077065393579E-3
63.000000000000007E+0	6.227043496277091E-3	-65.413716653911283E-3
64.000000000000014E+0	25.829642670282857E-3	140.865495153411790E-3
65.000000000000014E+0	7.503628764722798E-3	28.440877966504213E-3
