Freq (Hz)	GxyMicrophone/Source_Real	GxyMicrophone/Source_Imag
20.000000000000004E+0	-1.959425392616223E-9	1.337017483492677E-9
21.000000000000004E+0	-3.673384742121931E-9	869.686139715985560E-12
22.000000000000004E+0	-1.276261586307192E-9	1.718350808964287E-9
23.000000000000004E+0	1.855372994447104E-9	-1.834074106281125E-9
24.000000000000004E+0	-138.237267427914030E-12	2.401320730348757E-9
25.000000000000004E+0	785.141423602997280E-12	1.756435287937125E-9
26.000000000000004E+0	-3.931117229880971E-9	3.661070534732299E-9
27.000000000000004E+0	-1.858549381411038E-9	-721.875960341406690E-12
28.000000000000004E+0	-107.161941787299970E-12	-2.050461686369709E-9
29.000000000000004E+0	2.422531199615720E-9	11.275681946983026E-9
30.000000000000004E+0	-802.271806429808400E-12	413.809235287821060E-12
31.000000000000004E+0	-977.249125197063620E-12	-690.453147959147830E-12
32.000000000000007E+0	1.854489735321092E-9	-291.595194124568450E-12
33.000000000000007E+0	-653.172784269650730E-12	-44.560605871460217E-12
34.000000000000007E+0	452.054311247621910E-12	1.215787695428786E-9
35.000000000000007E+0	-356.802800878387860E-12	-772.906366096236420E-12
36.000000000000007E+0	-558.326573087306560E-12	1.121965185243622E-9
37.000000000000007E+0	-2.195045739191501E-9	5.221645808131556E-9
38.000000000000007E+0	-1.325947836340984E-9	-198.601527361512460E-12
39.000000000000007E+0	492.523868720199950E-12	-743.243195038537590E-12
40.000000000000007E+0	-2.084489501341960E-9	-2.039031552268139E-9
41.000000000000007E+0	-78.891946847308757E-12	-751.883185695896100E-12
42.000000000000007E+0	-617.607525468577170E-12	2.210562708633897E-9
43.000000000000007E+0	2.784567742534906E-9	-1.167114206766308E-9
44.000000000000007E+0	-3.510215186100749E-9	1.753180536863505E-9
45.000000000000007E+0	-656.909792258724350E-12	825.908102179999670E-12
46.000000000000007E+0	160.431528385643270E-12	-553.062670024029860E-12
47.000000000000007E+0	-1.020139126082124E-9	-2.545444734769152E-9
48.000000000000007E+0	-2.908923255742956E-9	-121.038047445478990E-12
49.000000000000007E+0	-764.465170048467340E-12	-1.664614128559585E-9
50.000000000000007E+0	3.785761280050828E-9	-2.967909133719491E-9
51.000000000000007E+0	-3.322980003612366E-9	282.948354850884770E-12
52.000000000000007E+0	-937.665205581386340E-12	-4.100871021914312E-9
53.000000000000007E+0	-217.892502288006650E-12	739.066166939402280E-12
54.000000000000007E+0	-685.572505620730840E-12	126.329004239526390E-12
55.000000000000007E+0	3.056082953459142E-9	-451.833775842310460E-12
56.000000000000007E+0	-2.590547521988609E-9	2.116826082067902E-9
57.000000000000007E+0	8.916359805502337E-9	3.659398061253115E-9
58.000000000000007E+0	-2.196349347339000E-9	-3.265274429498942E-9
59.000000000000007E+0	682.773059953633110E-12	572.236312962243460E-12
60.000000000000007E+0	3.564181480886240E-9	3.688809973770698E-9
61.000000000000007E+0	-2.611863990522025E-9	-585.887292544447010E-12
62.000000000000007E+0	1.286298069491448E-9	1.627508977880891E-9
63.000000000000007E+0	150.089310205108560E-12	-1.576655055711061E-9
64.000000000000014E+0	79.065864666225982E-12	431.196525562256740E-12
65.000000000000014E+0	428.644456107993410E-12	1.624683876220038E-9
66.000000000000014E+0	426.972089449090760E-12	-1.079400948246893E-9
67.000000000000014E+0	590.183202783122070E-12	1.003699358195921E-9
68.000000000000014E+0	-487.181931665613450E-12	-218.081012205016280E-12
69.000000000000014E+0	-217.580062505616280E-12	-341.498724346228820E-12
70.000000000000014E+0	499.947106134772520E-12	-15.593465752610253E-12
71.000000000000014E+0	-2.247476428999215E-9	434.779069893407970E-12
72.000000000000014E+0	97.147197580521453E-12	-85.240608274403335E-12
73.000000000000014E+0	-583.280841352945080E-12	-475.041232328130070E-12
74.000000000000014E+0	188.509289791262620E-12	-1.605501782891743E-9
75.000000000000014E+0	1.186592955413231E-9	671.227437442638200E-12
76.000000000000014E+0	-214.789031282918940E-12	-967.415584923427920E-12
77.000000000000014E+0	962.486452242666510E-12	-363.664375269835840E-12
78.000000000000014E+0	-1.345518458224178E-9	543.275373382887320E-12
79.000000000000014E+0	-483.995024648563060E-12	1.800834282652878E-9
80.000000000000014E+0	-1.006992589956084E-9	-2.355980088851977E-9
81.000000000000014E+0	-839.094006201531950E-12	45.760102867056644E-12
82.000000000000014E+0	-1.365706714072012E-9	-1.511260677548115E-9
83.000000000000014E+0	957.134512092361640E-12	-1.608986519607214E-9
84.000000000000014E+0	1.181740001111310E-9	126.102349989650530E-12
85.000000000000014E+0	-943.838775061412310E-12	1.210563105810922E-9
86.000000000000014E+0	3.628125870635024E-9	2.633504903298077E-9
87.000000000000014E+0	-580.044588368624640E-12	-118.282150172705120E-12
88.000000000000014E+0	1.530297458778732E-9	532.581734141180150E-12
89.000000000000014E+0	-1.672887569523513E-9	-5.087162357314683E-9
90.000000000000014E+0	4.364535736246005E-9	-2.392811851569968E-9
91.000000000000014E+0	1.829583774903474E-9	4.031234471503251E-9
92.000000000000014E+0	-900.068604183868310E-12	-771.589903157740160E-12
93.000000000000014E+0	10.676004637821342E-9	-3.464953007837147E-9
94.000000000000014E+0	-7.060625844033460E-9	9.332693397730107E-9
95.000000000000014E+0	-2.449795081957213E-9	4.070452768528065E-9
96.000000000000014E+0	930.590474976552050E-12	2.057680535155570E-9
97.000000000000014E+0	1.527955390203505E-9	1.405728261086820E-9
98.000000000000014E+0	2.081337828478542E-9	-4.740310065425651E-9
99.000000000000014E+0	-1.061437637015090E-9	-4.176820492228735E-9
100.000000000000010E+0	-5.006123521548969E-9	5.437942102502419E-9
101.000000000000010E+0	-6.960837083656950E-9	-2.262972926625063E-9
102.000000000000010E+0	1.849452376409696E-9	-1.773843769145502E-9
103.000000000000010E+0	-4.967761117844111E-9	-1.591989821296393E-9
104.000000000000010E+0	-6.148673031070484E-9	1.762561334644781E-9
