Freq (Hz)	Microphone/Source_Mod	Microphone/Source_Phase(rad)
174.000000000000030E+0	1.530613618235171E-3	39.859255200653273E+0
175.000000000000030E+0	1.626147695012579E-3	39.617700418095019E+0
176.000000000000030E+0	1.312615765425227E-3	39.526544792840703E+0
177.000000000000030E+0	2.909359253732032E-3	39.783532802912710E+0
178.000000000000030E+0	2.018758851720532E-3	39.433605618931736E+0
179.000000000000030E+0	1.610216159975912E-3	39.096299008895443E+0
180.000000000000030E+0	2.126458650357686E-3	39.075263403028586E+0
181.000000000000030E+0	823.514891679862880E-6	39.200517803758451E+0
182.000000000000030E+0	581.000686534429270E-6	38.675215057333929E+0
183.000000000000030E+0	1.235028889098014E-3	38.851866826673316E+0
184.000000000000030E+0	637.720397904661950E-6	38.109728128424273E+0
185.000000000000030E+0	705.965911857996790E-6	39.295213210122313E+0
186.000000000000030E+0	1.058591466548289E-3	39.334782188864530E+0
187.000000000000030E+0	1.035423116972278E-3	38.879242218085132E+0
188.000000000000030E+0	3.402994605884710E-3	39.694064525207423E+0
189.000000000000030E+0	2.281578643774728E-3	37.531134949683640E+0
190.000000000000030E+0	1.573782439316605E-3	38.659296349897140E+0
191.000000000000030E+0	1.385908368418633E-3	38.760225583365496E+0
192.000000000000030E+0	1.144355388466206E-3	38.748247103825271E+0
193.000000000000030E+0	644.463196997232830E-6	39.536320776026571E+0
194.000000000000030E+0	903.816746728651240E-6	39.442384378172136E+0
195.000000000000030E+0	828.005841049769910E-6	39.584531092470499E+0
196.000000000000030E+0	1.447797980751472E-3	39.851186144998749E+0
197.000000000000030E+0	1.023189531152516E-3	38.851615939668108E+0
198.000000000000030E+0	1.681591915680646E-3	38.377730800126919E+0
199.000000000000030E+0	1.158422954231709E-3	38.958790993007227E+0
200.000000000000030E+0	780.486668852537420E-6	38.899070757478931E+0
201.000000000000030E+0	1.328158884056390E-3	38.408834630996537E+0
202.000000000000030E+0	1.166234320774116E-3	38.431332439597512E+0
203.000000000000030E+0	1.305821410536327E-3	38.157830640870713E+0
204.000000000000030E+0	1.678713116278763E-3	38.417333034315853E+0
205.000000000000030E+0	2.131256415029724E-3	38.514108001507054E+0
206.000000000000030E+0	3.297287532217378E-3	38.497532844251211E+0
207.000000000000030E+0	3.079896919698525E-3	37.741481586068659E+0
208.000000000000030E+0	4.273670228668159E-3	37.986952990617524E+0
209.000000000000030E+0	1.330810134459774E-3	38.527249447655961E+0
210.000000000000030E+0	1.164308595556207E-3	38.219249128219261E+0
211.000000000000030E+0	1.198494353003776E-3	38.395856556333058E+0
212.000000000000030E+0	1.293778453574363E-3	38.352382667240718E+0
213.000000000000030E+0	964.117196353308300E-6	38.256251136190102E+0
214.000000000000030E+0	1.120154480543726E-3	37.974417987136363E+0
215.000000000000030E+0	779.264618567200710E-6	35.373452023429031E+0
216.000000000000030E+0	3.253915838176193E-3	34.081399703527552E+0
217.000000000000030E+0	1.365803289121720E-3	32.146557699195071E+0
218.000000000000030E+0	1.257600686045850E-3	32.211553077022629E+0
219.000000000000030E+0	347.457835853139380E-6	31.894033513180389E+0
220.000000000000030E+0	1.163293539460003E-3	31.999299961105095E+0
221.000000000000030E+0	1.337948173332960E-3	32.236421459827945E+0
222.000000000000030E+0	933.203926268660370E-6	32.456296691712602E+0
223.000000000000030E+0	930.787322097709160E-6	31.930721430758687E+0
224.000000000000030E+0	481.582271199609850E-6	32.724563611242495E+0
225.000000000000030E+0	484.753466054883040E-6	31.503960212406394E+0
226.000000000000030E+0	1.351180505324213E-3	31.814585774964332E+0
227.000000000000030E+0	385.193061317230520E-6	32.017147211802026E+0
228.000000000000030E+0	1.166110627726898E-3	31.849414894623980E+0
229.000000000000030E+0	915.720427231165890E-6	32.271673420119022E+0
230.000000000000030E+0	1.849074079569504E-3	31.847299929903755E+0
231.000000000000030E+0	1.411801343378083E-3	31.747189497492716E+0
232.000000000000030E+0	1.301671913293722E-3	32.087787424247800E+0
233.000000000000030E+0	1.007403669846693E-3	32.258237088699552E+0
234.000000000000030E+0	670.527715014098140E-6	32.140202251426402E+0
235.000000000000030E+0	1.564775913323923E-3	32.283655051324040E+0
236.000000000000030E+0	1.082203134010726E-3	32.555811354242827E+0
237.000000000000030E+0	904.925437757777290E-6	32.177588019660192E+0
238.000000000000030E+0	1.326849431817577E-3	31.835251811013077E+0
239.000000000000030E+0	1.263925569020769E-3	30.608341071181190E+0
240.000000000000030E+0	1.793048774445370E-3	31.260138673971081E+0
241.000000000000030E+0	2.564661768834780E-3	31.627816540273972E+0
242.000000000000030E+0	2.967390438318131E-3	32.330837540563493E+0
243.000000000000030E+0	457.642212727893860E-6	34.269534588943920E+0
244.000000000000030E+0	2.128628240329382E-3	31.640933670563996E+0
245.000000000000030E+0	1.930264308865076E-3	32.051353124098441E+0
246.000000000000030E+0	3.090332962453189E-3	32.962758427959429E+0
247.000000000000030E+0	1.800007168964759E-3	31.251198377107507E+0
248.000000000000030E+0	1.760586208944010E-3	32.542126911691973E+0
249.000000000000030E+0	4.933896050332345E-3	31.349302733522016E+0
250.000000000000030E+0	2.850541899401292E-3	31.773325263703182E+0
251.000000000000030E+0	1.730565494757905E-3	31.701564658378409E+0
252.000000000000030E+0	964.168476781087220E-6	31.816567898762507E+0
253.000000000000030E+0	5.285623283437745E-3	30.682055846728172E+0
254.000000000000030E+0	2.213416016300229E-3	31.431657846286875E+0
255.000000000000030E+0	1.705990103241198E-3	31.315255983042707E+0
256.000000000000060E+0	2.151513132044305E-3	31.352373793641128E+0
257.000000000000060E+0	1.626406728236290E-3	30.862963800155924E+0
258.000000000000060E+0	1.007652804199737E-3	31.506285499446150E+0
259.000000000000060E+0	1.433817292141495E-3	32.200949619726565E+0
260.000000000000060E+0	3.436337613310962E-3	30.715300977488948E+0
261.000000000000060E+0	3.709264095393247E-3	31.668044342611815E+0
262.000000000000060E+0	2.297968931304287E-3	31.826522007016628E+0
263.000000000000060E+0	2.073056053296914E-3	31.650726650939905E+0
264.000000000000060E+0	1.700275426210818E-3	30.322254034474593E+0
265.000000000000060E+0	1.988878941258391E-3	31.901182642341311E+0
266.000000000000060E+0	828.487042674790390E-6	30.884894918175242E+0
267.000000000000060E+0	20.091459904481062E-3	30.092415244606641E+0
268.000000000000060E+0	5.972592028975170E-3	30.228356666324274E+0
269.000000000000060E+0	7.591290769609957E-3	30.560729037557696E+0
270.000000000000060E+0	5.515120389592646E-3	29.026831502805855E+0
271.000000000000060E+0	3.545454621760939E-3	28.807385843031582E+0
272.000000000000060E+0	3.328077315270587E-3	30.845722014930672E+0
273.000000000000060E+0	407.069446297209340E-6	29.468200493749006E+0
274.000000000000060E+0	1.713995916470145E-3	30.467828158403954E+0
275.000000000000060E+0	2.244471888728655E-3	30.969903261612664E+0
276.000000000000060E+0	3.420083657329355E-3	30.243889692466382E+0
277.000000000000060E+0	3.190557206143228E-3	30.545996772495631E+0
278.000000000000060E+0	2.713315792253092E-3	31.294494732529653E+0
279.000000000000060E+0	2.068375696071300E-3	30.035809784771256E+0
280.000000000000060E+0	2.896175118120071E-3	28.820059537950737E+0
281.000000000000060E+0	1.711235961279303E-3	30.319697180372305E+0
282.000000000000060E+0	2.704439756964420E-3	30.223259830946858E+0
283.000000000000060E+0	3.725967509820995E-3	29.955465066770785E+0
284.000000000000060E+0	2.776932362051062E-3	30.494880530126409E+0
285.000000000000060E+0	3.493144310162676E-3	30.348946289321514E+0
286.000000000000060E+0	1.935396470914101E-3	30.194765856953552E+0
287.000000000000060E+0	4.485889207395924E-3	29.961972912410740E+0
288.000000000000060E+0	6.778678690294476E-3	30.537262624242157E+0
289.000000000000060E+0	3.505732537616706E-3	30.989116416982284E+0
290.000000000000060E+0	15.853252367975797E-3	30.368054245660669E+0
291.000000000000060E+0	2.471407809021117E-3	30.655023640992972E+0
292.000000000000060E+0	1.518085205166975E-3	29.176427505275814E+0
293.000000000000060E+0	3.395630596702091E-3	29.113772637117499E+0
294.000000000000060E+0	940.358162634529950E-6	28.478259608484755E+0
295.000000000000060E+0	1.685113780307935E-3	29.877013720601312E+0
296.000000000000060E+0	2.698995772233482E-3	29.783735885888543E+0
297.000000000000060E+0	3.049515545347696E-3	29.571455360899158E+0
298.000000000000060E+0	5.944110820812609E-3	30.424133537398223E+0
299.000000000000060E+0	6.306248720632353E-3	29.334612710260060E+0
300.000000000000060E+0	3.324135808051286E-3	29.336057822340216E+0
301.000000000000060E+0	3.587668176766631E-3	30.007525147944044E+0
302.000000000000060E+0	1.332673982240562E-3	28.402958964535017E+0
303.000000000000060E+0	2.723254464584109E-3	27.408055075783711E+0
304.000000000000060E+0	692.816363257373800E-6	27.737502169171329E+0
305.000000000000060E+0	4.320028847412645E-3	26.151242111065148E+0
306.000000000000060E+0	2.630199139354663E-3	23.188475855426908E+0
307.000000000000060E+0	19.996042645920590E-3	24.522587418566431E+0
308.000000000000060E+0	2.059136420350877E-3	24.637463307282019E+0
309.000000000000060E+0	1.073752138628809E-3	24.229285794576242E+0
310.000000000000060E+0	6.689109404897007E-3	23.067832816067025E+0
311.000000000000060E+0	2.601201576415394E-3	23.621056422990762E+0
312.000000000000060E+0	2.211913184787947E-3	23.001112928329899E+0
313.000000000000060E+0	4.937809527281894E-3	21.627074567510537E+0
314.000000000000060E+0	46.788303550802400E-3	18.730222408172661E+0
315.000000000000060E+0	2.365477129181357E-3	17.335137315076910E+0
316.000000000000060E+0	3.319377253048131E-3	16.852527778088763E+0
317.000000000000060E+0	2.717767346128574E-3	16.841780150392506E+0
318.000000000000060E+0	2.006923490214049E-3	17.720096545374297E+0
319.000000000000060E+0	2.975188262444688E-3	18.085170034596530E+0
320.000000000000060E+0	2.984417143115405E-3	18.747211343086938E+0
321.000000000000060E+0	11.294548596424278E-3	18.623663961354019E+0
322.000000000000060E+0	5.445382487898614E-3	17.315824010430585E+0
323.000000000000060E+0	2.230469028491214E-3	18.263496639863650E+0
324.000000000000060E+0	5.296451742557870E-3	17.894906017620130E+0
325.000000000000060E+0	9.189307585738325E-3	17.598853818282048E+0
326.000000000000060E+0	4.462427783743070E-3	16.952672960091920E+0
327.000000000000060E+0	5.071696939293325E-3	17.724947157224598E+0
328.000000000000060E+0	7.915523351990937E-3	18.145036215654478E+0
329.000000000000060E+0	4.125664755091653E-3	16.422578746651741E+0
330.000000000000060E+0	7.500485690540883E-3	16.192373247706922E+0
331.000000000000060E+0	4.513358368337158E-3	17.030595514632921E+0
332.000000000000060E+0	8.747530685117596E-3	17.181927814124112E+0
333.000000000000060E+0	5.176381920441674E-3	17.325679300419349E+0
334.000000000000060E+0	3.088779278641248E-3	16.881215483238755E+0
335.000000000000060E+0	12.175514392507534E-3	15.331483264457937E+0
336.000000000000060E+0	3.685118925500837E-3	18.202693208859664E+0
337.000000000000060E+0	4.580337200847422E-3	17.624949414984570E+0
338.000000000000060E+0	2.168342274669150E-3	17.092221801872579E+0
339.000000000000060E+0	4.434182546302117E-3	17.163338346388556E+0
340.000000000000060E+0	1.604577858548529E-3	14.514579428070800E+0
341.000000000000060E+0	4.803246845456559E-3	16.476755252999371E+0
342.000000000000060E+0	4.590555027112989E-3	16.669043866171513E+0
343.000000000000060E+0	4.688335312887417E-3	17.239367916463902E+0
344.000000000000060E+0	4.767398820640589E-3	17.025318988172032E+0
345.000000000000060E+0	5.010773855115211E-3	17.011788462133492E+0
346.000000000000060E+0	2.940518902253216E-3	16.660930326854608E+0
347.000000000000060E+0	5.616697356528599E-3	17.718292622611699E+0
348.000000000000060E+0	12.712807346173081E-3	20.484677887954977E+0
349.000000000000060E+0	1.032943271539940E-3	18.274509978556971E+0
350.000000000000060E+0	4.087423161505634E-3	18.704447379568258E+0
351.000000000000060E+0	2.866594742091911E-3	16.817499651964372E+0
352.000000000000060E+0	3.067973265766894E-3	16.777435333057753E+0
353.000000000000060E+0	1.349434504559489E-3	18.504449610986050E+0
354.000000000000060E+0	3.130131220250283E-3	16.849498938854754E+0
355.000000000000060E+0	5.827000742639303E-3	16.627133725613728E+0
356.000000000000060E+0	1.799629423162033E-3	18.012946975129971E+0
357.000000000000060E+0	6.156420943974110E-3	15.909660225842899E+0
358.000000000000060E+0	5.587760129398521E-3	18.527614138047582E+0
359.000000000000060E+0	8.580271645131471E-3	16.105427255363150E+0
360.000000000000060E+0	3.002897794765824E-3	16.175733379606442E+0
361.000000000000060E+0	4.069419186186135E-3	16.391913935918065E+0
362.000000000000060E+0	2.834974800821544E-3	15.488820502253414E+0
363.000000000000060E+0	16.968742272700392E-3	17.674435527002775E+0
364.000000000000060E+0	8.624996482287626E-3	20.685996391305064E+0
365.000000000000060E+0	6.330287417795953E-3	22.364944134565992E+0
366.000000000000060E+0	9.300152381787294E-3	23.084607793413603E+0
367.000000000000060E+0	4.816288548118229E-3	22.790003427247520E+0
368.000000000000060E+0	1.405747874715826E-3	23.871731857449873E+0
369.000000000000060E+0	2.294702258367985E-3	21.566842998359650E+0
370.000000000000060E+0	1.656635794558438E-3	22.982156410497371E+0
371.000000000000060E+0	5.948960187939940E-3	21.604996466661003E+0
372.000000000000060E+0	4.170555481124437E-3	21.484735785640510E+0
373.000000000000060E+0	1.543847630427787E-3	22.394799506521103E+0
374.000000000000060E+0	4.134325489519763E-3	21.748545709465592E+0
375.000000000000060E+0	4.601003048204735E-3	22.910412513346209E+0
376.000000000000060E+0	3.392174980437817E-3	23.174397547746832E+0
377.000000000000060E+0	6.967410365478382E-3	21.359529733625951E+0
378.000000000000060E+0	7.009747868620775E-3	21.004480326246867E+0
379.000000000000060E+0	15.850804326293877E-3	21.730807306085609E+0
380.000000000000060E+0	5.248587574633205E-3	20.657632675914922E+0
381.000000000000060E+0	2.375117218219372E-3	21.330595548494692E+0
382.000000000000060E+0	10.638607754743826E-3	21.187993299310598E+0
383.000000000000060E+0	6.305429566699498E-3	23.842543062483461E+0
384.000000000000060E+0	14.073800370928626E-3	25.578494453161571E+0
385.000000000000060E+0	6.586018846394019E-3	27.605767125720305E+0
386.000000000000060E+0	8.224676964281434E-3	28.497395069184140E+0
387.000000000000060E+0	5.797387001040826E-3	28.552014740960359E+0
388.000000000000060E+0	2.047500488819707E-3	28.641960660075330E+0
389.000000000000060E+0	2.510910656594340E-3	28.989708543496082E+0
390.000000000000060E+0	1.122938726238903E-3	28.594904321884634E+0
391.000000000000060E+0	4.367682346246834E-3	28.326627306898622E+0
392.000000000000060E+0	3.222762748333175E-3	27.539745287624125E+0
393.000000000000060E+0	5.975607692578568E-3	27.554813797785830E+0
394.000000000000060E+0	9.283788176080989E-3	27.794461265528131E+0
395.000000000000060E+0	2.230353574686387E-3	26.470562948596164E+0
396.000000000000060E+0	3.007214622112597E-3	27.540326920177954E+0
397.000000000000060E+0	2.779144539429017E-3	27.933785617539957E+0
398.000000000000060E+0	2.922887521381989E-3	26.451081405331163E+0
399.000000000000060E+0	4.484462007603125E-3	27.877004465697688E+0
400.000000000000060E+0	3.067859704456671E-3	28.177177431731589E+0
401.000000000000060E+0	3.025178067760603E-3	27.973360549981940E+0
402.000000000000060E+0	7.160097437302297E-3	29.268733757985920E+0
403.000000000000060E+0	1.385278617097549E-3	26.179502857763982E+0
404.000000000000060E+0	1.983457649799112E-3	28.188727193651161E+0
405.000000000000060E+0	2.275168047701693E-3	30.669547210484396E+0
406.000000000000060E+0	4.061527131584007E-3	33.426181625000538E+0
407.000000000000060E+0	4.211699265007669E-3	34.072040734730209E+0
408.000000000000060E+0	4.746017930473222E-3	35.001191371242520E+0
409.000000000000060E+0	1.502277327790038E-3	37.166699073123475E+0
410.000000000000060E+0	3.992564026516468E-3	39.198026969393986E+0
411.000000000000060E+0	7.273530720955127E-3	39.920598543734400E+0
412.000000000000060E+0	6.061454619666235E-3	40.401100399382948E+0
413.000000000000060E+0	6.869854717564175E-3	42.108898332844134E+0
414.000000000000060E+0	783.973945405974300E-6	39.888995607022466E+0
415.000000000000060E+0	2.499656091219860E-3	40.250626908503470E+0
416.000000000000060E+0	2.722008540797486E-3	40.041891006628461E+0
417.000000000000060E+0	4.950784300224178E-3	39.730676426241864E+0
418.000000000000060E+0	3.871770209095467E-3	40.244414906481580E+0
419.000000000000060E+0	4.272014907916507E-3	40.486454225163108E+0
420.000000000000060E+0	3.176548581193911E-3	40.261363523940645E+0
421.000000000000060E+0	4.367006239280123E-3	40.411390555305502E+0
422.000000000000060E+0	1.945778371062130E-3	41.101475295398863E+0
423.000000000000060E+0	2.774240863929737E-3	41.084017677026537E+0
424.000000000000060E+0	2.790799417089597E-3	40.199987473511733E+0
425.000000000000060E+0	289.639535015976630E-6	40.615578314224699E+0
426.000000000000060E+0	1.104400612986074E-3	39.777861606748914E+0
427.000000000000060E+0	2.934172307967509E-3	40.053331708875177E+0
428.000000000000060E+0	2.334654047772048E-3	38.828257049033226E+0
429.000000000000060E+0	4.909893276623117E-3	39.686455947970671E+0
430.000000000000060E+0	3.618765424992061E-3	40.452124218955127E+0
431.000000000000060E+0	3.316628445708650E-3	39.670714386716405E+0
432.000000000000060E+0	5.678571482300015E-3	40.381118956556151E+0
433.000000000000060E+0	3.169710975763147E-3	39.651142235757682E+0
434.000000000000060E+0	4.240523757056045E-3	39.417019954324047E+0
435.000000000000060E+0	5.563585417430638E-3	40.328036131685330E+0
436.000000000000060E+0	3.228490254766415E-3	40.308165336948377E+0
437.000000000000060E+0	2.759341697893831E-3	40.520471024619027E+0
438.000000000000060E+0	4.016252366005387E-3	39.966092972374852E+0
439.000000000000060E+0	1.317957493030690E-3	38.837338198595269E+0
440.000000000000060E+0	4.001448973641720E-3	38.541244838134148E+0
