Freq (Hz)	Microphone(Pa^2 )	Source(V^2 )
20.000000000000004E+0	2.817943327912498E-9	7.454703110553972E-9
21.000000000000004E+0	6.982793461171637E-9	28.181934185052915E-9
22.000000000000004E+0	10.327321842203809E-9	6.405046518093692E-9
23.000000000000004E+0	3.591572244961708E-9	18.808197377283631E-9
24.000000000000004E+0	4.740378598860990E-9	30.157029415185748E-9
25.000000000000004E+0	5.560746238442007E-9	5.213550563418236E-9
26.000000000000004E+0	4.807884808948218E-9	44.703563733920741E-9
27.000000000000004E+0	5.214361424194332E-9	11.258378259279212E-9
28.000000000000004E+0	2.235092549330597E-9	6.621952090601163E-9
29.000000000000004E+0	10.947497100752700E-9	54.776936722313646E-9
30.000000000000004E+0	6.702266391061205E-9	1.729869444347820E-9
31.000000000000004E+0	2.870262330687888E-9	1.705276764420046E-9
32.000000000000007E+0	1.855733646399360E-9	42.224921452465552E-9
33.000000000000007E+0	944.414513340744550E-12	1.371025947696180E-9
34.000000000000007E+0	647.796664419276200E-12	8.637514050842246E-9
35.000000000000007E+0	1.151359828554527E-9	32.930266098081449E-9
36.000000000000007E+0	821.392866097236200E-12	6.931803483252853E-9
37.000000000000007E+0	848.610951772113920E-12	39.580532411982345E-9
38.000000000000007E+0	631.308333635302420E-12	15.957236746971997E-9
39.000000000000007E+0	579.400942694884880E-12	2.574143033244311E-9
40.000000000000007E+0	746.702286755837530E-12	39.708855498968705E-9
41.000000000000007E+0	1.132557672149731E-9	4.846175189639025E-9
42.000000000000007E+0	1.286598029971440E-9	4.114876624000711E-9
43.000000000000007E+0	1.527403848978617E-9	13.816553730674386E-9
44.000000000000007E+0	939.746474225604980E-12	25.577705832717774E-9
45.000000000000007E+0	585.960870074178410E-12	1.971222260603527E-9
46.000000000000007E+0	552.798314694920310E-12	19.881385076371973E-9
47.000000000000007E+0	665.312178582190140E-12	31.140707776402731E-9
48.000000000000007E+0	2.555678569883915E-9	15.326419613147214E-9
49.000000000000007E+0	7.100200254791406E-9	15.524639395472297E-9
50.000000000000007E+0	7.202043369266411E-9	20.869886865237364E-9
51.000000000000007E+0	3.263573032708183E-9	18.866290032507902E-9
52.000000000000007E+0	2.438673074046146E-9	20.992252408098933E-9
53.000000000000007E+0	2.344175357147184E-9	1.140285902137538E-9
54.000000000000007E+0	2.615782841513072E-9	8.815723087286325E-9
55.000000000000007E+0	3.645482805487114E-9	40.842388360057103E-9
56.000000000000007E+0	3.130249976705211E-9	1.526178453358504E-9
57.000000000000007E+0	6.722783643240551E-9	14.413981453175866E-9
58.000000000000007E+0	3.715096616114117E-9	35.775342773578433E-9
59.000000000000007E+0	3.992400013596679E-9	1.405651915072230E-9
60.000000000000007E+0	2.787446283625748E-9	29.027925153477300E-9
61.000000000000007E+0	928.065285776852940E-12	10.109160946713296E-9
62.000000000000007E+0	606.196227004326840E-12	15.245761173214373E-9
63.000000000000007E+0	401.483977613472770E-12	18.662503023323611E-9
64.000000000000014E+0	234.478710303349510E-12	2.230617243017749E-9
65.000000000000014E+0	438.096467919068200E-12	46.665172985762177E-9
66.000000000000014E+0	506.387358519473850E-12	9.298264271723008E-9
67.000000000000014E+0	502.952775415746830E-12	14.410584689255745E-9
68.000000000000014E+0	534.677485599069040E-12	13.657305464936989E-9
69.000000000000014E+0	441.505743522004720E-12	6.681988065437438E-9
70.000000000000014E+0	323.601063115185110E-12	1.794370408857795E-9
71.000000000000014E+0	778.162699344399770E-12	70.424848557967444E-9
72.000000000000014E+0	467.734809742862960E-12	1.214264063357679E-9
73.000000000000014E+0	494.732035289248070E-12	10.853457455267177E-9
74.000000000000014E+0	970.048238436865210E-12	50.125622494123876E-9
75.000000000000014E+0	882.818385137722050E-12	15.059120734821084E-9
